filename,threshold,IOU,AP
Osmia_bicolor_69371662_1,0.2,64.44,63.67
Bombus_hypnorum_13289013_1,0.2,20.77,20.28
Bombus_hortorum_44762812_7,0.2,0.0,2.2
Anthophora_plumipes_11218942_1,0.2,48.3,47.4
Osmia_bicornis_22324226_1,0.2,0.0,3.88
Andrena_cineraria_25017166_1,0.2,79.27,79.08
Osmia_cornuta_37551380_1,0.2,71.41,70.72
Bombus_magnus_103805267_1,0.2,73.79,74.91
Bombus_lucorum_14174051_1,0.2,81.55,83.4
Andrena_flavipes_11582465_2,0.2,76.42,76.48
Andrena_bicolor_79129088_1,0.2,77.78,80.43
Osmia_bicornis_22508346_1,0.2,81.11,81.37
Bombus_lapidarius_25473026_2,0.2,74.43,76.89
Andrena_flavipes_49010486_1,0.2,64.07,68.62
Anthidium_manicatum_7135090_1,0.2,78.83,81.56
Osmia_bicornis_25898951_1,0.2,63.71,62.98
Bombus_terrestris_73955526_3,0.2,80.45,83.35
Osmia_cornuta_16925489_1,0.2,1.58,20.35
Andrena_cineraria_22511030_1,0.2,74.89,79.24
Andrena_vaga_43421212_1,0.2,74.4,74.85
Osmia_cornuta_21257717_1,0.2,0.0,24.44
Bombus_hortorum_46868324_2,0.2,80.26,80.46
Osmia_bicornis_26740351_1,0.2,74.02,74.06
Bombus_pratorum_26982465_2,0.2,32.38,39.02
Andrena_vaga_2973508_1,0.2,81.21,83.07
Anthidium_manicatum_7119328_1,0.2,82.91,84.53
Halictus_scabiosae_28351682_1,0.2,71.85,71.72
Anthophora_plumipes_3073748_3,0.2,48.18,46.41
Bombus_lucorum_19119185_1,0.2,82.36,82.95
Bombus_pascuorum_68451976_1,0.2,37.96,44.42
Andrena_vaga_42477858_1,0.2,66.97,66.76
Osmia_bicolor_67457174_1,0.2,74.61,77.48
Osmia_bicolor_10142201_2,0.2,72.3,71.37
Anthophora_plumipes_21962130_2,0.2,79.4,83.93
Andrena_flavipes_41988017_3,0.2,16.49,16.38
Anthidium_manicatum_13181104_3,0.2,84.25,84.96
Andrena_vaga_18727660_2,0.2,70.32,70.14
Osmia_bicolor_42379160_1,0.2,0.0,13.63
Bombus_pascuorum_68871579_1,0.2,79.16,80.06
Dasypoda_hirtipes_28510639_1,0.2,68.0,67.32
Bombus_hypnorum_14006535_3,0.2,72.14,72.52
Bombus_hypnorum_24935578_1,0.2,73.44,72.99
Xylocopa_violacea_45952352_1,0.2,75.36,74.99
Bombus_cryptarum_45028082_1,0.2,76.08,75.46
Bombus_cryptarum_79105964_1,0.2,43.07,44.08
Bombus_lucorum_28170617_1,0.2,69.05,72.16
Andrena_haemorrhoa_5464071_2,0.2,71.48,71.56
Halictus_scabiosae_32545144_3,0.2,82.31,82.84
Bombus_terrestris_100994993_8,0.2,67.61,67.4
Bombus_cryptarum_49676994_1,0.2,60.6,60.5
Osmia_bicolor_75069621_1,0.2,19.37,19.37
Sphecodes_albilabris_65329867_1,0.2,64.39,66.22
Sphecodes_albilabris_69472382_1,0.2,77.02,76.79
Osmia_cornuta_2628045_1,0.2,64.14,67.15
Halictus_scabiosae_29962716_1,0.2,47.96,47.96
Bombus_sylvarum_80478346_1,0.2,73.96,73.87
Bombus_pascuorum_72382147_1,0.2,42.53,38.05
Bombus_lapidarius_25510863_1,0.2,33.94,37.66
Bombus_hortorum_46057012_1,0.2,69.96,74.62
Bombus_lapidarius_20753117_1,0.2,75.76,75.61
Xylocopa_violacea_46283020_1,0.2,64.73,64.46
Bombus_cryptarum_80254286_1,0.2,78.4,78.25
Andrena_vaga_5374664_2,0.2,70.33,69.46
Bombus_pratorum_41608694_1,0.2,73.69,73.03
Bombus_terrestris_92434009_1,0.2,70.67,70.23
Andrena_vaga_21089241_1,0.2,67.07,66.83
Andrena_flavipes_41539403_2,0.2,77.54,84.37
Bombus_pratorum_21313988_1,0.2,65.51,70.23
Bombus_hortorum_21022147_1,0.2,68.87,67.98
Andrena_fulva_21384034_1,0.2,83.51,83.71
Andrena_haemorrhoa_61765_1,0.2,58.89,57.41
Bombus_cryptarum_48743165_1,0.2,80.24,81.17
Andrena_fulva_24688152_1,0.2,71.92,72.75
Dasypoda_hirtipes_56857444_1,0.2,31.01,29.69
Andrena_bicolor_97033019_2,0.2,64.98,63.19
Anthidium_manicatum_14902663_3,0.2,73.88,74.11
Anthidium_manicatum_13096001_3,0.2,65.74,65.84
Bombus_terrestris_57534468_2,0.2,84.19,86.44
Xylocopa_violacea_45406832_1,0.2,71.5,70.07
Bombus_hortorum_17527115_1,0.2,51.75,51.39
Bombus_pascuorum_68508958_1,0.2,0.0,15.28
Xylocopa_violacea_46816983_1,0.2,73.44,74.68
Andrena_fulva_24772230_1,0.2,74.48,76.74
Bombus_sylvarum_81675348_1,0.2,23.53,35.46
Dasypoda_hirtipes_13198508_1,0.2,60.68,60.56
Dasypoda_hirtipes_58175075_4,0.2,32.54,32.08
Bombus_terrestris_96626082_7,0.2,73.92,73.52
Andrena_fulva_16957084_1,0.2,63.44,62.25
Bombus_pascuorum_72288448_2,0.2,0.0,5.24
Dasypoda_hirtipes_28661860_2,0.2,41.38,49.85
Bombus_hypnorum_13333567_1,0.2,80.73,81.1
Andrena_flavipes_39887580_1,0.2,75.33,76.0
Andrena_cineraria_23012503_1,0.2,15.07,15.05
Andrena_bicolor_21421764_3,0.2,83.11,88.74
Osmia_cornuta_20751065_2,0.2,80.29,81.52
Bombus_sylvarum_58635653_1,0.2,79.67,80.81
Bombus_lucorum_26390060_3,0.2,81.41,81.51
Andrena_bicolor_84691158_2,0.2,54.34,56.57
Osmia_cornuta_33981412_1,0.2,69.65,69.21
Osmia_cornuta_40126348_1,0.2,72.42,73.84
Bombus_hypnorum_26240005_1,0.2,84.95,85.54
Bombus_pratorum_45317175_1,0.2,75.34,74.37
Andrena_cineraria_28880021_1,0.2,73.38,73.04
Bombus_cryptarum_77535576_2,0.2,13.61,13.6
Bombus_sylvarum_81920012_1,0.2,50.13,67.01
Andrena_vaga_42454175_1,0.2,60.87,59.4
Dasypoda_hirtipes_57995775_2,0.2,68.1,76.47
Bombus_hypnorum_24746085_2,0.2,1.1,10.34
Andrena_bicolor_44969462_1,0.2,52.43,65.03
Bombus_pascuorum_68871103_1,0.2,74.28,73.39
Bombus_cryptarum_45988910_1,0.2,80.18,80.75
Dasypoda_hirtipes_49552424_2,0.2,30.91,30.38
Andrena_bicolor_44969462_9,0.2,73.02,82.03
Bombus_pratorum_22708182_1,0.2,44.77,42.98
Anthidium_manicatum_12404004_3,0.2,77.31,78.01
Osmia_cornuta_11201351_1,0.2,57.56,65.01
Anthidium_manicatum_1304981_1,0.2,83.96,85.69
Osmia_bicolor_38178957_6,0.2,67.45,67.55
Andrena_haemorrhoa_5553657_1,0.2,78.1,78.03
Bombus_hortorum_45781462_1,0.2,71.27,70.29
Anthidium_manicatum_857127_1,0.2,76.22,76.4
Andrena_fulva_24609371_1,0.2,61.68,65.12
Anthophora_plumipes_5374660_1,0.2,35.63,34.13
Bombus_hypnorum_24581894_1,0.2,34.67,42.92
Andrena_vaga_62048291_1,0.2,43.75,42.93
Osmia_bicornis_22602823_1,0.2,64.38,62.04
Bombus_lucorum_28072389_1,0.2,74.49,74.12
Bombus_hortorum_6702500_1,0.2,72.26,71.33
Sphecodes_albilabris_90357348_1,0.2,38.44,34.94
Andrena_cineraria_26065975_1,0.2,75.33,76.76
Bombus_sylvarum_60553957_1,0.2,68.31,66.8
Sphecodes_albilabris_69609449_1,0.2,72.44,74.56
Anthidium_manicatum_6804945_1,0.2,78.69,82.65
Andrena_fulva_24659618_4,0.2,20.99,20.79
Osmia_bicolor_42795747_1,0.2,60.8,62.47
Andrena_haemorrhoa_18445954_1,0.2,67.08,66.51
Andrena_haemorrhoa_22954837_1,0.2,75.37,79.2
Bombus_lucorum_24301194_1,0.2,71.85,72.37
Andrena_vaga_10231437_3,0.2,77.53,78.91
Bombus_pratorum_42398547_1,0.2,27.43,27.35
Bombus_hypnorum_14006535_2,0.2,74.62,74.27
Xylocopa_violacea_53072790_1,0.2,75.7,75.26
Bombus_lucorum_9419833_1,0.2,80.71,80.72
Dasypoda_hirtipes_29135525_2,0.2,45.56,44.29
Andrena_bicolor_39748872_6,0.2,84.08,85.53
Halictus_scabiosae_30086116_1,0.2,78.15,78.9
Sphecodes_albilabris_22291515_1,0.2,70.51,69.7
Xylocopa_violacea_45461022_1,0.2,70.35,71.07
Bombus_lapidarius_9991932_1,0.2,32.61,30.88
Bombus_hortorum_18371744_1,0.2,0.0,10.68
Andrena_cineraria_24688135_1,0.2,65.03,64.48
Bombus_terrestris_50780653_1,0.2,74.5,74.47
Bombus_sylvarum_79943600_1,0.2,83.39,85.36
Andrena_haemorrhoa_22149444_1,0.2,74.79,78.24
Osmia_bicornis_21203276_2,0.2,75.53,74.68
Sphecodes_albilabris_73646900_2,0.2,75.3,75.17
Bombus_hortorum_8403530_2,0.2,53.34,55.87
Bombus_sylvarum_78120926_1,0.2,38.95,39.75
Bombus_pascuorum_72272761_1,0.2,68.34,70.75
Andrena_flavipes_41517541_2,0.2,79.57,79.56
Andrena_flavipes_40743063_1,0.2,70.88,72.24
Andrena_flavipes_41645266_1,0.2,80.14,82.52
Bombus_lapidarius_20726667_1,0.2,72.04,71.38
Dasypoda_hirtipes_45600881_1,0.2,75.49,75.43
Bombus_pratorum_27567595_1,0.2,65.04,66.49
Anthophora_plumipes_9402304_1,0.2,59.83,62.91
Bombus_pascuorum_70675892_2,0.2,27.17,36.63
Andrena_fulva_41690279_1,0.2,82.14,85.3
Andrena_vaga_22464711_1,0.2,78.48,78.52
Bombus_pratorum_27076813_1,0.2,64.28,70.9
Xylocopa_violacea_52292694_2,0.2,84.25,84.65
Bombus_hypnorum_26355278_1,0.2,82.78,85.03
Andrena_haemorrhoa_22510325_1,0.2,70.89,72.71
Andrena_fulva_24953801_1,0.2,17.94,17.92
Andrena_cineraria_41305528_1,0.2,76.49,77.59
Bombus_sylvarum_82068850_1,0.2,78.27,78.95
Halictus_scabiosae_29927466_1,0.2,74.31,73.87
Halictus_scabiosae_30796477_2,0.2,82.11,83.76
Anthophora_plumipes_5525688_1,0.2,70.31,69.97
Bombus_cryptarum_83092852_1,0.2,71.46,71.27
Bombus_lapidarius_25256637_1,0.2,0.0,4.19
Andrena_flavipes_45074705_1,0.2,82.69,83.2
Halictus_scabiosae_33086382_1,0.2,55.83,58.6
Andrena_haemorrhoa_9257626_1,0.2,74.18,74.19
Osmia_cornuta_557630_4,0.2,0.0,4.81
Anthophora_plumipes_12191275_1,0.2,65.03,67.62
Andrena_flavipes_5795371_1,0.2,72.71,72.55
Sphecodes_albilabris_69270813_1,0.2,65.09,63.87
Osmia_bicolor_42329601_1,0.2,11.67,11.67
Bombus_pratorum_26971945_1,0.2,75.74,80.2
Osmia_bicornis_26401872_1,0.2,81.33,84.72
Bombus_pascuorum_70829784_1,0.2,34.61,49.33
Anthophora_plumipes_21870754_1,0.2,30.47,47.36
Halictus_scabiosae_36269381_1,0.2,19.08,18.79
Sphecodes_albilabris_21297069_1,0.2,70.65,71.17
Andrena_cineraria_25076335_1,0.2,35.96,44.13
Osmia_bicolor_66131327_1,0.2,69.05,67.91
Andrena_bicolor_42078638_1,0.2,60.99,62.47
Bombus_lapidarius_11415085_1,0.2,79.06,79.81
Osmia_bicolor_27561083_1,0.2,28.73,39.59
Bombus_pratorum_45359905_1,0.2,51.56,59.46
Osmia_cornuta_40122155_1,0.2,0.0,4.72
Andrena_cineraria_25233849_2,0.2,68.02,68.22
Dasypoda_hirtipes_52498715_1,0.2,35.87,35.85
Osmia_bicornis_25898050_2,0.2,61.84,71.14
Anthophora_plumipes_53267_2,0.2,69.69,68.61
Anthophora_plumipes_19552427_2,0.2,70.12,68.43
Bombus_cryptarum_78899618_1,0.2,80.68,80.98
Andrena_flavipes_22781308_1,0.2,57.76,60.14
Bombus_sylvarum_36920709_1,0.2,79.06,84.02
Anthophora_plumipes_12045004_1,0.2,65.22,64.0
Andrena_bicolor_66007245_1,0.2,0.0,13.44
Andrena_vaga_40177902_2,0.2,62.78,62.61
Dasypoda_hirtipes_50866693_1,0.2,82.82,82.83
Osmia_bicolor_38799279_2,0.2,27.2,45.98
Osmia_bicornis_26708422_1,0.2,70.39,70.91
Sphecodes_albilabris_14836047_3,0.2,81.29,81.26
Bombus_cryptarum_80153097_3,0.2,76.19,75.19
Xylocopa_violacea_45468782_1,0.2,82.83,82.89
Bombus_pratorum_21447212_1,0.2,19.96,17.64
Anthidium_manicatum_15139706_1,0.2,67.72,67.0
Bombus_hypnorum_25075981_2,0.2,73.35,75.04
Osmia_cornuta_27984092_1,0.2,7.57,31.29
Bombus_hypnorum_24610615_1,0.2,65.42,66.43
Osmia_cornuta_21385026_2,0.2,59.49,58.1
Bombus_hortorum_46868324_1,0.2,79.78,80.99
Bombus_hortorum_45249504_2,0.2,79.1,79.03
Bombus_lapidarius_21671909_2,0.2,61.92,62.15
Bombus_sylvarum_61128915_1,0.2,43.07,41.91
Andrena_flavipes_41552632_1,0.2,76.2,76.04
Osmia_bicornis_21771563_1,0.2,82.03,82.07
Halictus_scabiosae_31672518_1,0.2,81.25,81.16
Andrena_cineraria_22820892_1,0.2,71.64,75.26
Sphecodes_albilabris_65351521_1,0.2,79.31,81.4
Bombus_lapidarius_25615028_3,0.2,0.0,4.31
Halictus_scabiosae_25164647_1,0.2,49.1,50.81
Bombus_pratorum_21050548_1,0.2,83.13,89.15
Anthidium_manicatum_6982928_1,0.2,76.41,76.22
Andrena_haemorrhoa_5525722_1,0.2,72.49,72.03
Bombus_terrestris_78063362_3,0.2,61.14,79.14
Bombus_hypnorum_13258468_8,0.2,69.83,70.46
Bombus_sylvarum_79899505_2,0.2,31.96,31.72
Andrena_fulva_25496035_1,0.2,72.93,71.99
Bombus_cryptarum_79887126_1,0.2,22.94,33.3
Dasypoda_hirtipes_50524329_3,0.2,80.54,80.35
Xylocopa_violacea_46615802_2,0.2,79.41,79.3
Bombus_lapidarius_9923821_1,0.2,66.8,65.78
Osmia_bicornis_26790225_1,0.2,80.53,80.35
Bombus_hypnorum_26332474_2,0.2,0.0,3.64
Xylocopa_violacea_46132602_4,0.2,42.27,40.64
Bombus_lapidarius_25303957_1,0.2,75.03,75.29
Bombus_pascuorum_68871302_1,0.2,80.64,82.16
Andrena_vaga_41440392_1,0.2,67.17,74.07
Bombus_lapidarius_13123622_1,0.2,10.43,13.5
Andrena_fulva_41623103_1,0.2,68.97,70.06
Xylocopa_violacea_45691474_1,0.2,71.64,71.48
Dasypoda_hirtipes_8437807_1,0.2,34.59,34.1
Andrena_haemorrhoa_9859243_1,0.2,72.73,72.6
Bombus_lapidarius_25327961_3,0.2,78.33,77.96
Osmia_cornuta_20751065_3,0.2,83.06,83.87
Andrena_bicolor_103816012_1,0.2,0.0,21.8
Bombus_lapidarius_25251993_1,0.2,78.14,80.74
Xylocopa_violacea_47143231_1,0.2,61.07,61.06
Bombus_hypnorum_26437269_2,0.2,9.06,16.87
Bombus_terrestris_73477478_1,0.2,62.21,65.31
Osmia_bicornis_25886939_1,0.2,0.0,11.26
Andrena_flavipes_43743858_1,0.2,61.43,70.17
Osmia_bicornis_21844212_1,0.2,50.55,48.49
Bombus_lucorum_27740711_2,0.2,82.9,88.87
Bombus_pratorum_41798445_1,0.2,67.87,66.69
Osmia_bicornis_26168729_1,0.2,73.46,74.73
Anthidium_manicatum_6985997_1,0.2,66.12,64.38
Andrena_bicolor_82551014_1,0.2,62.76,62.3
Bombus_pascuorum_68617035_1,0.2,23.0,18.58
Bombus_pascuorum_72262099_1,0.2,61.42,61.3
Sphecodes_albilabris_63951213_1,0.2,79.88,79.41
Andrena_cineraria_23613671_1,0.2,70.22,69.51
Bombus_hortorum_44739544_1,0.2,31.8,47.7
Bombus_hortorum_44365201_1,0.2,36.76,37.53
Anthidium_manicatum_12425687_1,0.2,73.64,73.43
Anthophora_plumipes_5388756_1,0.2,0.0,11.15
Osmia_bicolor_38799279_3,0.2,80.56,81.91
Osmia_bicornis_25989629_1,0.2,80.59,83.01
Dasypoda_hirtipes_1599451_1,0.2,68.87,68.63
Sphecodes_albilabris_15806090_3,0.2,0.0,16.61
Bombus_lucorum_28436335_1,0.2,85.11,85.0
Osmia_bicolor_42231237_2,0.2,67.69,67.19
Andrena_fulva_41603441_1,0.2,74.26,73.75
Andrena_fulva_24650780_1,0.2,71.93,71.24
Osmia_cornuta_24655313_1,0.2,71.95,75.49
Bombus_sylvarum_42071083_1,0.2,58.83,60.84
Xylocopa_violacea_46857060_1,0.2,60.67,59.69
Xylocopa_violacea_50691958_1,0.2,65.96,65.55
Osmia_bicornis_21885568_1,0.2,52.1,50.77
Osmia_bicolor_68630823_2,0.2,0.0,16.12
Andrena_haemorrhoa_22857077_1,0.2,76.87,81.29
Andrena_fulva_20802109_2,0.2,79.49,83.03
Anthophora_plumipes_10780704_2,0.2,0.92,16.54
Osmia_bicolor_65463597_2,0.2,67.34,67.05
Bombus_pratorum_22809604_1,0.2,57.57,60.79
Andrena_bicolor_39748872_1,0.2,72.14,71.8
Bombus_terrestris_61292946_4,0.2,0.0,10.47
Bombus_lapidarius_25673233_1,0.2,38.12,32.77
Andrena_bicolor_73877762_1,0.2,48.72,48.81
Bombus_hypnorum_26202603_3,0.2,76.53,79.85
Osmia_cornuta_29685156_1,0.2,69.79,69.03
Bombus_lapidarius_13070064_1,0.2,72.96,74.35
Andrena_cineraria_22895296_1,0.2,70.2,72.64
Bombus_terrestris_70507921_1,0.2,66.93,67.05
Anthidium_manicatum_1650190_1,0.2,28.15,28.15
Bombus_sylvarum_78613629_1,0.2,23.53,23.49
Andrena_cineraria_22749808_3,0.2,11.77,11.77
Bombus_hortorum_45476981_1,0.2,4.19,16.08
Sphecodes_albilabris_1406116_1,0.2,71.82,71.4
Osmia_bicolor_67081438_1,0.2,23.7,33.85
Bombus_hortorum_22341849_1,0.2,81.46,82.18
Anthidium_manicatum_6846545_1,0.2,78.82,78.19
Dasypoda_hirtipes_27527223_1,0.2,20.22,20.17
Bombus_pratorum_27567706_1,0.2,48.2,51.82
Bombus_sylvarum_40297855_1,0.2,5.08,22.46
Bombus_hortorum_44093380_1,0.2,71.24,70.03
Xylocopa_violacea_52462259_10,0.2,83.36,83.29
Andrena_cineraria_25636541_1,0.2,75.61,75.78
Bombus_lucorum_18594812_2,0.2,68.06,66.98
Bombus_hortorum_6779684_1,0.2,44.52,53.35
Anthophora_plumipes_9257692_1,0.2,69.48,68.91
Xylocopa_violacea_47509851_2,0.2,82.99,83.05
Andrena_bicolor_39887534_1,0.2,62.37,67.68
Bombus_hypnorum_13018081_1,0.2,74.59,74.17
Andrena_flavipes_43862385_1,0.2,78.19,77.86
Anthidium_manicatum_13076703_3,0.2,83.15,83.63
Andrena_cineraria_25670810_4,0.2,71.56,70.93
Bombus_sylvarum_39988335_1,0.2,68.6,74.86
Andrena_vaga_21486956_1,0.2,80.54,81.12
Andrena_bicolor_77445228_1,0.2,71.43,71.46
Andrena_haemorrhoa_24427420_1,0.2,69.02,68.76
Halictus_scabiosae_21318871_1,0.2,79.3,79.21
Bombus_hortorum_8403530_1,0.2,75.24,76.38
Bombus_cryptarum_45841582_1,0.2,86.17,86.2
Bombus_lucorum_27535167_1,0.2,66.7,65.07
Anthidium_manicatum_1304981_6,0.2,81.86,82.63
Dasypoda_hirtipes_29808653_1,0.2,62.67,62.08
Halictus_scabiosae_22284437_1,0.2,81.07,81.86
Halictus_scabiosae_32545143_1,0.2,85.41,87.36
Andrena_cineraria_25107582_1,0.2,26.86,34.58
Bombus_cryptarum_75990480_2,0.2,78.98,78.85
Osmia_bicolor_73411511_1,0.2,61.93,62.78
Andrena_bicolor_72391501_1,0.2,44.44,44.17
Andrena_cineraria_33979226_3,0.2,78.99,80.42
Xylocopa_violacea_52414801_1,0.2,82.26,83.85
Andrena_fulva_21321181_1,0.2,79.91,82.02
Bombus_lucorum_18535133_1,0.2,82.36,83.8
Andrena_bicolor_2799379_6,0.2,13.25,13.11
Bombus_pratorum_27515055_1,0.2,73.06,72.57
Halictus_scabiosae_28166507_1,0.2,67.74,68.08
Bombus_terrestris_54720798_1,0.2,63.22,69.44
Halictus_scabiosae_30747897_2,0.2,80.71,80.72
Xylocopa_violacea_53157262_1,0.2,81.27,82.28
Bombus_hypnorum_14209377_1,0.2,35.91,41.98
Osmia_cornuta_24728319_2,0.2,60.19,64.93
Anthophora_plumipes_21228844_2,0.2,78.37,78.72
Bombus_hypnorum_14253455_1,0.2,47.64,48.76
Halictus_scabiosae_30527082_3,0.2,81.08,80.65
Andrena_vaga_22076791_1,0.2,80.2,79.8
Bombus_pascuorum_68871893_1,0.2,8.0,22.72
Osmia_bicolor_70870899_1,0.2,18.27,19.32
Bombus_lucorum_15132562_1,0.2,2.22,10.01
Bombus_hortorum_44876954_1,0.2,0.0,3.71
Andrena_haemorrhoa_24374930_1,0.2,77.47,80.45
Bombus_hypnorum_24826343_1,0.2,0.0,9.77
Andrena_vaga_21802604_1,0.2,70.53,69.83
Osmia_bicolor_73397766_1,0.2,67.69,66.21
Bombus_sylvarum_82251804_3,0.2,14.17,19.6
Bombus_terrestris_73490987_3,0.2,76.59,80.08
Bombus_lapidarius_25734085_1,0.2,72.3,72.04
Bombus_lapidarius_21669171_1,0.2,74.69,74.24
Bombus_lucorum_18371763_1,0.2,74.63,74.43
Dasypoda_hirtipes_50665135_1,0.2,8.05,8.05
Bombus_terrestris_60039917_2,0.2,57.39,60.55
Bombus_lucorum_9293154_1,0.2,82.42,82.59
Bombus_lapidarius_21231081_1,0.2,16.9,14.64
Anthophora_plumipes_2980663_1,0.2,2.09,10.58
Andrena_vaga_41430814_1,0.2,82.41,82.32
Xylocopa_violacea_50983447_1,0.2,48.73,54.26
Bombus_sylvarum_59023273_2,0.2,83.01,83.14
Andrena_cineraria_21775997_2,0.2,49.83,49.8
Halictus_scabiosae_25686577_1,0.2,76.36,77.54
Osmia_bicornis_21361779_1,0.2,74.83,75.6
Anthophora_plumipes_5525742_1,0.2,68.65,67.76
Bombus_pratorum_42156059_1,0.2,58.01,59.53
Bombus_hypnorum_24360763_1,0.2,15.56,22.59
Bombus_cryptarum_78692537_1,0.2,77.88,78.22
Andrena_bicolor_58631640_1,0.2,76.77,77.88
Bombus_terrestris_97056086_1,0.2,77.33,77.7
Andrena_fulva_24881697_1,0.2,0.0,16.89
Bombus_cryptarum_79092935_1,0.2,84.68,86.77
Halictus_scabiosae_28354541_1,0.2,76.12,75.53
Bombus_pratorum_21906346_1,0.2,27.69,26.5
Bombus_sylvarum_78198565_1,0.2,74.8,74.3
Osmia_bicolor_42795747_7,0.2,0.0,17.91
Andrena_bicolor_82551014_3,0.2,64.22,62.27
Bombus_sylvarum_82288830_5,0.2,40.25,43.21
Bombus_lucorum_28889751_4,0.2,73.23,72.39
Bombus_hortorum_8829930_1,0.2,79.11,79.74
Anthidium_manicatum_1304981_4,0.2,62.07,65.38
Andrena_flavipes_21691969_1,0.2,65.94,70.78
Bombus_sylvarum_79524991_1,0.2,51.54,49.94
Bombus_lapidarius_21045810_2,0.2,25.13,35.96
Andrena_bicolor_104776005_1,0.2,75.7,75.55
Bombus_pratorum_26937719_1,0.2,85.22,85.19
Andrena_bicolor_20346058_1,0.2,84.92,88.13
Bombus_cryptarum_44718611_1,0.2,69.89,68.83
Andrena_vaga_58631663_1,0.2,75.27,76.91
Xylocopa_violacea_51245994_1,0.2,56.39,55.53
Bombus_pratorum_21553429_1,0.2,57.37,54.22
Bombus_cryptarum_48407391_3,0.2,85.51,86.47
Osmia_bicolor_43917985_1,0.2,83.25,83.52
Andrena_bicolor_103816167_1,0.2,70.66,71.81
Osmia_cornuta_61764_1,0.2,74.08,73.96
Bombus_cryptarum_48791095_1,0.2,79.69,83.79
Osmia_bicornis_26443792_1,0.2,75.37,74.62
Bombus_lucorum_28115438_1,0.2,76.48,77.28
Bombus_terrestris_93253422_8,0.2,72.99,72.65
Anthophora_plumipes_19902480_1,0.2,23.28,35.87
Andrena_haemorrhoa_21431997_3,0.2,49.67,47.61
Andrena_vaga_10231437_1,0.2,78.47,80.59
Bombus_sylvarum_58839175_1,0.2,37.96,46.33
Sphecodes_albilabris_24463655_1,0.2,80.23,80.89
Bombus_sylvarum_58867044_1,0.2,28.39,27.91
Andrena_vaga_53445485_1,0.2,74.91,75.47
Andrena_vaga_45706181_1,0.2,75.12,76.21
Sphecodes_albilabris_72878129_1,0.2,61.22,66.32
Anthidium_manicatum_12682975_1,0.2,75.2,78.45
Bombus_pascuorum_68871905_1,0.2,41.6,54.74
Andrena_haemorrhoa_11862212_1,0.2,81.06,81.16
Osmia_bicornis_26186749_3,0.2,45.84,45.28
Bombus_terrestris_61965586_4,0.2,78.81,79.5
Andrena_haemorrhoa_21384099_1,0.2,76.04,75.67
Halictus_scabiosae_28515165_1,0.2,73.85,73.95
Sphecodes_albilabris_69621025_1,0.2,72.96,74.29
Xylocopa_violacea_45973783_2,0.2,47.85,47.48
Bombus_hypnorum_26377599_1,0.2,78.68,79.0
Dasypoda_hirtipes_46946813_1,0.2,48.95,49.25
Osmia_bicornis_21611244_1,0.2,71.71,75.0
Osmia_bicornis_26319752_1,0.2,76.05,81.27
Anthidium_manicatum_7149603_3,0.2,36.3,36.02
Andrena_flavipes_21691969_2,0.2,44.74,52.3
Bombus_cryptarum_80944011_2,0.2,69.59,67.66
Xylocopa_violacea_52257972_1,0.2,79.53,79.67
Osmia_bicolor_42231237_4,0.2,0.0,13.84
Halictus_scabiosae_37248088_1,0.2,62.08,61.37
Osmia_bicolor_71354231_1,0.2,61.25,63.59
Sphecodes_albilabris_91548756_1,0.2,73.56,73.63
Anthidium_manicatum_15116335_1,0.2,64.74,64.66
Andrena_bicolor_73604150_1,0.2,80.46,81.54
Andrena_haemorrhoa_14111_1,0.2,63.64,62.59
Bombus_terrestris_84151478_2,0.2,63.28,62.37
Anthidium_manicatum_12884737_1,0.2,75.26,75.44
Osmia_cornuta_21255723_1,0.2,62.84,61.51
Bombus_lucorum_19376729_1,0.2,50.78,50.59
Andrena_cineraria_22629869_1,0.2,73.58,73.17
Andrena_flavipes_41539403_1,0.2,50.73,55.14
Xylocopa_violacea_45357386_1,0.2,75.65,77.57
Bombus_terrestris_73606039_1,0.2,66.08,65.27
Andrena_bicolor_71455037_1,0.2,80.48,82.97
Andrena_cineraria_22815702_1,0.2,4.93,13.61
Bombus_magnus_45413919_1,0.2,45.31,45.42
Andrena_flavipes_46490574_2,0.2,85.47,86.42
Sphecodes_albilabris_7493442_1,0.2,70.6,70.46
Bombus_lapidarius_10311578_1,0.2,0.0,2.02
Bombus_hypnorum_24520633_1,0.2,72.17,72.23
Bombus_terrestris_105503334_1,0.2,73.46,73.11
Bombus_hypnorum_26374401_1,0.2,42.87,46.65
Anthophora_plumipes_22278677_1,0.2,60.02,62.11
Bombus_pascuorum_72354813_1,0.2,80.09,80.13
Osmia_cornuta_1337939_2,0.2,31.95,28.37
Andrena_haemorrhoa_22717076_1,0.2,64.74,68.18
Halictus_scabiosae_25963855_1,0.2,70.5,74.2
Osmia_cornuta_37786498_1,0.2,53.14,50.68
Bombus_pratorum_45382514_1,0.2,77.55,76.91
Andrena_flavipes_34350822_1,0.2,42.38,40.8
Bombus_lapidarius_13033915_2,0.25,0.0,12.9
Bombus_lucorum_22940892_1,0.25,67.18,66.06
Bombus_pascuorum_72171519_1,0.25,64.97,75.99
Anthophora_plumipes_9961245_2,0.25,0.34,25.59
Andrena_fulva_24828677_1,0.25,67.78,71.3
Anthophora_plumipes_22324179_1,0.25,34.9,38.97
Osmia_bicornis_21903342_2,0.25,55.8,54.94
Xylocopa_violacea_46017657_1,0.25,78.2,78.87
