filename,threshold,IOU,AP
Bombus_lapidarius_21671909_2,0.11,78.12,77.51
Bombus_sylvarum_61128915_1,0.11,38.67,38.19
Andrena_flavipes_41552632_1,0.11,77.17,76.59
Osmia_bicornis_21771563_1,0.11,76.41,76.21
Halictus_scabiosae_31672518_1,0.11,71.38,71.37
Andrena_cineraria_22820892_1,0.11,72.82,74.31
Sphecodes_albilabris_65351521_1,0.11,77.69,78.12
Bombus_lapidarius_25615028_3,0.11,0.0,4.31
Halictus_scabiosae_25164647_1,0.11,73.67,73.01
Bombus_pratorum_21050548_1,0.11,84.51,88.32
Anthidium_manicatum_6982928_1,0.11,65.33,65.27
Andrena_haemorrhoa_5525722_1,0.11,68.08,67.51
Bombus_terrestris_78063362_3,0.11,82.72,88.79
Bombus_hypnorum_13258468_8,0.11,65.85,65.28
Bombus_sylvarum_79899505_2,0.11,30.63,30.59
Andrena_fulva_25496035_1,0.11,70.95,70.18
Bombus_cryptarum_79887126_1,0.11,78.71,81.3
Dasypoda_hirtipes_50524329_3,0.11,75.85,75.6
Xylocopa_violacea_46615802_2,0.11,67.75,67.68
Bombus_lapidarius_9923821_1,0.11,56.17,56.03
Osmia_bicornis_26790225_1,0.11,73.8,73.62
Bombus_hypnorum_26332474_2,0.11,0.0,3.64
Xylocopa_violacea_46132602_4,0.11,35.35,35.18
Bombus_lapidarius_25303957_1,0.11,63.15,63.17
Bombus_pascuorum_68871302_1,0.11,70.49,70.7
Andrena_vaga_41440392_1,0.11,76.48,79.9
Bombus_lapidarius_13123622_1,0.11,45.31,43.0
Andrena_fulva_41623103_1,0.11,77.74,77.6
Xylocopa_violacea_45691474_1,0.11,59.56,59.33
Dasypoda_hirtipes_8437807_1,0.11,34.07,33.89
Andrena_haemorrhoa_9859243_1,0.11,66.14,65.88
Bombus_lapidarius_25327961_3,0.11,65.44,65.35
Osmia_cornuta_20751065_3,0.11,78.07,78.16
Andrena_bicolor_103816012_1,0.11,33.07,46.89
Bombus_lapidarius_25251993_1,0.11,79.46,80.58
Xylocopa_violacea_47143231_1,0.11,68.93,68.23
Bombus_hypnorum_26437269_2,0.11,56.47,56.36
Bombus_terrestris_73477478_1,0.11,57.22,55.47
Osmia_bicornis_25886939_1,0.11,17.83,26.97
Andrena_flavipes_43743858_1,0.11,67.79,73.94
Osmia_bicornis_21844212_1,0.11,46.73,46.2
Bombus_lucorum_27740711_2,0.11,86.89,87.94
Bombus_pratorum_41798445_1,0.11,60.65,59.94
Osmia_bicornis_26168729_1,0.11,77.0,76.94
Anthidium_manicatum_6985997_1,0.11,60.64,59.35
Andrena_bicolor_82551014_1,0.11,37.44,37.43
Bombus_pascuorum_68617035_1,0.11,31.53,27.2
Bombus_pascuorum_72262099_1,0.11,69.98,69.21
Sphecodes_albilabris_63951213_1,0.11,72.85,72.61
Andrena_cineraria_23613671_1,0.11,61.99,61.65
Bombus_hortorum_44739544_1,0.11,63.02,70.44
Bombus_hortorum_44365201_1,0.11,40.73,40.81
Anthidium_manicatum_12425687_1,0.11,71.5,70.75
Anthophora_plumipes_5388756_1,0.11,0.0,11.15
Osmia_bicolor_38799279_3,0.11,77.59,77.96
Osmia_bicornis_25989629_1,0.11,78.32,78.97
Dasypoda_hirtipes_1599451_1,0.11,60.53,60.25
Sphecodes_albilabris_15806090_3,0.11,5.44,21.15
Bombus_lucorum_28436335_1,0.11,79.5,79.39
Osmia_bicolor_42231237_2,0.11,59.66,59.23
Andrena_fulva_41603441_1,0.11,68.96,68.51
Andrena_fulva_24650780_1,0.11,71.37,70.11
Osmia_cornuta_24655313_1,0.11,71.76,73.64
Bombus_sylvarum_42071083_1,0.11,74.28,73.47
Xylocopa_violacea_46857060_1,0.11,40.49,40.37
Xylocopa_violacea_50691958_1,0.11,52.3,52.05
Osmia_bicornis_21885568_1,0.11,48.86,48.29
Osmia_bicolor_68630823_2,0.11,59.7,63.71
Andrena_haemorrhoa_22857077_1,0.11,82.4,84.62
Andrena_fulva_20802109_2,0.11,84.45,85.24
Anthophora_plumipes_10780704_2,0.11,66.93,70.72
Osmia_bicolor_65463597_2,0.11,62.83,62.74
Bombus_pratorum_22809604_1,0.11,61.22,61.87
Andrena_bicolor_39748872_1,0.11,63.95,63.82
Bombus_terrestris_61292946_4,0.11,0.0,10.47
Bombus_lapidarius_25673233_1,0.11,30.0,24.18
Andrena_bicolor_73877762_1,0.11,32.88,32.88
Bombus_hypnorum_26202603_3,0.11,79.11,80.24
Osmia_cornuta_29685156_1,0.11,59.33,59.2
Bombus_lapidarius_13070064_1,0.11,74.37,74.14
Andrena_cineraria_22895296_1,0.11,79.42,79.72
Bombus_terrestris_70507921_1,0.11,65.55,65.0
Anthidium_manicatum_1650190_1,0.11,25.09,25.09
Bombus_sylvarum_78613629_1,0.11,22.73,22.71
Andrena_cineraria_22749808_3,0.11,10.66,10.66
Bombus_hortorum_45476981_1,0.11,39.74,42.92
Sphecodes_albilabris_1406116_1,0.11,65.96,65.52
Osmia_bicolor_67081438_1,0.11,68.56,71.36
Bombus_hortorum_22341849_1,0.11,78.09,78.11
Anthidium_manicatum_6846545_1,0.11,71.81,71.3
Dasypoda_hirtipes_27527223_1,0.11,18.54,18.54
Bombus_pratorum_27567706_1,0.11,70.92,71.43
Bombus_sylvarum_40297855_1,0.11,56.41,63.93
Bombus_hortorum_44093380_1,0.11,62.64,62.09
Xylocopa_violacea_52462259_10,0.11,75.45,75.26
Andrena_cineraria_25636541_1,0.11,71.82,71.54
Bombus_lucorum_18594812_2,0.11,51.01,50.01
Bombus_hortorum_6779684_1,0.11,44.62,44.95
Anthophora_plumipes_9257692_1,0.11,66.66,65.48
Xylocopa_violacea_47509851_2,0.11,70.5,70.44
Andrena_bicolor_39887534_1,0.11,73.81,75.39
Bombus_hypnorum_13018081_1,0.11,80.5,79.85
Andrena_flavipes_43862385_1,0.11,65.14,64.92
Anthidium_manicatum_13076703_3,0.11,82.12,82.04
Andrena_cineraria_25670810_4,0.11,74.7,73.83
Bombus_sylvarum_39988335_1,0.11,81.78,83.97
Andrena_vaga_21486956_1,0.11,76.08,76.12
Andrena_bicolor_77445228_1,0.11,66.79,66.34
Andrena_haemorrhoa_24427420_1,0.11,61.31,61.22
Halictus_scabiosae_21318871_1,0.11,72.62,72.45
Bombus_hortorum_8403530_1,0.11,69.6,69.31
Bombus_cryptarum_45841582_1,0.11,75.31,75.25
Bombus_lucorum_27535167_1,0.11,55.03,54.62
Anthidium_manicatum_1304981_6,0.11,74.54,74.69
Dasypoda_hirtipes_29808653_1,0.11,33.98,33.7
Halictus_scabiosae_22284437_1,0.11,75.05,75.22
Halictus_scabiosae_32545143_1,0.11,78.06,78.72
Andrena_cineraria_25107582_1,0.11,66.77,68.66
Bombus_cryptarum_75990480_2,0.11,68.11,68.09
Osmia_bicolor_73411511_1,0.11,77.71,77.26
Andrena_bicolor_72391501_1,0.11,31.07,31.04
Andrena_cineraria_33979226_3,0.11,75.16,75.5
Xylocopa_violacea_52414801_1,0.11,79.86,80.2
Andrena_fulva_21321181_1,0.11,78.29,79.22
Bombus_lucorum_18535133_1,0.11,78.48,78.83
Andrena_bicolor_2799379_6,0.11,12.47,12.45
Bombus_pratorum_27515055_1,0.11,66.43,65.91
Halictus_scabiosae_28166507_1,0.11,66.4,66.17
Bombus_terrestris_54720798_1,0.11,73.6,75.91
Halictus_scabiosae_30747897_2,0.11,60.64,60.62
Xylocopa_violacea_53157262_1,0.11,62.82,62.88
Bombus_hypnorum_14209377_1,0.11,79.66,79.7
Osmia_cornuta_24728319_2,0.11,63.5,62.79
Anthophora_plumipes_21228844_2,0.11,67.66,67.56
Bombus_hypnorum_14253455_1,0.11,67.18,66.3
Halictus_scabiosae_30527082_3,0.11,74.96,74.82
Andrena_vaga_22076791_1,0.11,73.44,73.06
Bombus_pascuorum_68871893_1,0.11,61.27,63.65
Osmia_bicolor_70870899_1,0.11,52.97,51.52
Bombus_lucorum_15132562_1,0.11,31.19,36.64
Bombus_hortorum_44876954_1,0.11,57.25,54.52
Andrena_haemorrhoa_24374930_1,0.11,81.9,82.96
Bombus_hypnorum_24826343_1,0.11,0.0,9.77
Andrena_vaga_21802604_1,0.11,64.45,63.94
Osmia_bicolor_73397766_1,0.11,67.16,65.6
Bombus_sylvarum_82251804_3,0.11,50.37,48.27
Bombus_terrestris_73490987_3,0.11,79.46,80.45
Bombus_lapidarius_25734085_1,0.11,62.85,62.78
Bombus_lapidarius_21669171_1,0.11,54.73,54.65
Bombus_lucorum_18371763_1,0.11,64.51,64.46
Dasypoda_hirtipes_50665135_1,0.11,7.67,7.67
Bombus_terrestris_60039917_2,0.11,76.61,77.02
Bombus_lucorum_9293154_1,0.11,76.24,76.04
Bombus_lapidarius_21231081_1,0.11,19.59,19.37
Anthophora_plumipes_2980663_1,0.11,12.21,12.62
Andrena_vaga_41430814_1,0.11,66.17,65.94
Xylocopa_violacea_50983447_1,0.11,75.06,75.54
Bombus_sylvarum_59023273_2,0.11,69.37,69.37
Andrena_cineraria_21775997_2,0.11,34.02,34.02
Halictus_scabiosae_25686577_1,0.11,64.29,63.99
Osmia_bicornis_21361779_1,0.11,38.13,37.7
Anthophora_plumipes_5525742_1,0.11,60.0,59.62
Bombus_pratorum_42156059_1,0.11,63.52,63.48
Bombus_hypnorum_24360763_1,0.11,67.03,69.51
Bombus_cryptarum_78692537_1,0.11,75.73,75.26
Andrena_bicolor_58631640_1,0.11,72.57,73.05
Bombus_terrestris_97056086_1,0.11,77.63,77.07
Andrena_fulva_24881697_1,0.11,0.0,16.89
Bombus_cryptarum_79092935_1,0.11,83.19,83.85
Halictus_scabiosae_28354541_1,0.11,65.63,65.22
Bombus_pratorum_21906346_1,0.11,26.14,25.83
Bombus_sylvarum_78198565_1,0.11,66.03,65.73
Osmia_bicolor_42795747_7,0.11,34.88,45.37
Andrena_bicolor_82551014_3,0.11,47.56,46.2
Bombus_sylvarum_82288830_5,0.11,81.01,81.53
Bombus_lucorum_28889751_4,0.11,51.19,51.12
Bombus_hortorum_8829930_1,0.11,77.67,77.63
Anthidium_manicatum_1304981_4,0.11,66.15,66.82
Andrena_flavipes_21691969_1,0.11,69.93,71.93
Bombus_sylvarum_79524991_1,0.11,34.51,33.96
Bombus_lapidarius_21045810_2,0.11,77.98,80.38
Andrena_bicolor_104776005_1,0.11,60.34,60.25
Bombus_pratorum_26937719_1,0.11,80.22,80.15
Andrena_bicolor_20346058_1,0.11,82.23,84.05
Bombus_cryptarum_44718611_1,0.11,63.93,63.11
Andrena_vaga_58631663_1,0.11,70.81,71.61
Xylocopa_violacea_51245994_1,0.11,46.33,46.2
Bombus_pratorum_21553429_1,0.11,59.93,57.95
Bombus_cryptarum_48407391_3,0.11,81.48,81.76
Osmia_bicolor_43917985_1,0.11,75.84,75.63
Andrena_bicolor_103816167_1,0.11,69.92,70.35
Osmia_cornuta_61764_1,0.11,67.34,67.23
Bombus_cryptarum_48791095_1,0.11,78.7,80.6
Osmia_bicornis_26443792_1,0.11,67.55,66.96
Bombus_lucorum_28115438_1,0.11,76.36,75.96
Bombus_terrestris_93253422_8,0.11,70.16,69.04
Anthophora_plumipes_19902480_1,0.11,64.78,69.15
Andrena_haemorrhoa_21431997_3,0.11,56.0,54.79
Andrena_vaga_10231437_1,0.11,76.68,77.53
Bombus_sylvarum_58839175_1,0.11,84.18,85.23
Sphecodes_albilabris_24463655_1,0.11,79.38,79.23
Bombus_sylvarum_58867044_1,0.11,25.22,25.15
Andrena_vaga_53445485_1,0.11,72.54,72.45
Andrena_vaga_45706181_1,0.11,72.04,72.38
Sphecodes_albilabris_72878129_1,0.11,70.38,70.07
Anthidium_manicatum_12682975_1,0.11,73.46,74.12
Bombus_pascuorum_68871905_1,0.11,69.14,73.92
Andrena_haemorrhoa_11862212_1,0.11,75.41,75.31
Osmia_bicornis_26186749_3,0.11,34.71,34.6
Bombus_terrestris_61965586_4,0.11,75.69,75.42
Andrena_haemorrhoa_21384099_1,0.11,64.73,64.52
Halictus_scabiosae_28515165_1,0.11,63.18,62.81
Sphecodes_albilabris_69621025_1,0.11,64.96,65.28
Xylocopa_violacea_45973783_2,0.11,35.48,35.27
Bombus_hypnorum_26377599_1,0.11,79.97,79.62
Dasypoda_hirtipes_46946813_1,0.11,44.86,44.95
Osmia_bicornis_21611244_1,0.11,79.89,81.24
Osmia_bicornis_26319752_1,0.11,84.56,86.34
Anthidium_manicatum_7149603_3,0.11,37.45,37.3
Andrena_flavipes_21691969_2,0.11,77.65,80.14
Bombus_cryptarum_80944011_2,0.11,64.89,63.84
Xylocopa_violacea_52257972_1,0.11,69.45,68.82
Osmia_bicolor_42231237_4,0.11,0.0,13.84
Halictus_scabiosae_37248088_1,0.11,28.58,28.45
Osmia_bicolor_71354231_1,0.11,77.37,77.32
Sphecodes_albilabris_91548756_1,0.11,68.63,68.41
Anthidium_manicatum_15116335_1,0.11,63.38,62.23
Andrena_bicolor_73604150_1,0.11,81.26,81.36
Andrena_haemorrhoa_14111_1,0.11,42.51,42.12
Bombus_terrestris_84151478_2,0.11,55.94,55.24
Anthidium_manicatum_12884737_1,0.11,68.35,68.2
Osmia_cornuta_21255723_1,0.11,60.09,58.01
Bombus_lucorum_19376729_1,0.11,33.32,33.3
Andrena_cineraria_22629869_1,0.11,74.72,73.85
Andrena_flavipes_41539403_1,0.11,53.53,55.43
Xylocopa_violacea_45357386_1,0.11,74.88,75.14
Bombus_terrestris_73606039_1,0.11,61.57,60.49
Andrena_bicolor_71455037_1,0.11,81.76,82.87
Andrena_cineraria_22815702_1,0.11,57.19,60.75
Bombus_magnus_45413919_1,0.11,71.37,70.21
Andrena_flavipes_46490574_2,0.11,81.32,81.47
Sphecodes_albilabris_7493442_1,0.11,63.5,63.31
Bombus_lapidarius_10311578_1,0.11,25.62,18.45
Bombus_hypnorum_24520633_1,0.11,70.64,69.6
Bombus_terrestris_105503334_1,0.11,71.74,70.79
Bombus_hypnorum_26374401_1,0.11,68.32,68.27
Anthophora_plumipes_22278677_1,0.11,68.44,68.05
Bombus_pascuorum_72354813_1,0.11,61.93,61.8
Osmia_cornuta_1337939_2,0.11,41.66,40.07
Andrena_haemorrhoa_22717076_1,0.11,67.8,69.23
Halictus_scabiosae_25963855_1,0.11,65.48,65.49
Osmia_cornuta_37786498_1,0.11,32.25,31.25
Bombus_pratorum_45382514_1,0.11,71.19,70.87
Andrena_flavipes_34350822_1,0.11,35.32,34.54
Bombus_lapidarius_13033915_2,0.12,0.0,12.9
Bombus_lucorum_22940892_1,0.12,55.28,54.99
Bombus_pascuorum_72171519_1,0.12,85.85,88.1
Anthophora_plumipes_9961245_2,0.12,66.05,74.55
Andrena_fulva_24828677_1,0.12,79.9,80.6
Anthophora_plumipes_22324179_1,0.12,67.02,67.2
Osmia_bicornis_21903342_2,0.12,48.87,48.68
Xylocopa_violacea_46017657_1,0.12,75.95,75.79
Bombus_magnus_39079115_2,0.12,72.77,80.31
Bombus_lapidarius_20671231_1,0.12,54.94,54.44
Andrena_flavipes_41163118_1,0.12,75.29,82.02
Osmia_bicolor_75321538_1,0.12,78.18,77.99
Bombus_hypnorum_24576528_1,0.12,50.48,50.96
Osmia_cornuta_38436809_1,0.12,82.72,82.61
Andrena_vaga_1388570_1,0.12,66.5,66.21
Bombus_sylvarum_83366949_1,0.12,72.55,77.0
Halictus_scabiosae_25515682_4,0.12,56.21,56.05
Bombus_pratorum_22805213_1,0.12,32.74,39.18
Dasypoda_hirtipes_58885156_3,0.12,17.17,17.17
Halictus_scabiosae_34952476_3,0.12,76.34,76.46
Andrena_cineraria_26105053_1,0.12,62.67,62.28
Bombus_terrestris_103795230_1,0.12,6.62,6.62
Andrena_fulva_21595621_1,0.12,76.08,75.64
Bombus_hypnorum_12977923_2,0.12,20.79,38.37
Bombus_pascuorum_72256802_4,0.12,68.11,73.77
Bombus_hortorum_13704449_1,0.12,72.86,73.88
Bombus_lapidarius_11862211_1,0.12,83.53,84.09
Bombus_hortorum_21561462_1,0.12,86.98,87.98
Xylocopa_violacea_51089272_1,0.12,59.92,59.81
Dasypoda_hirtipes_52024003_2,0.12,72.43,72.07
Bombus_cryptarum_47659644_3,0.12,59.97,59.57
Andrena_bicolor_44969462_3,0.12,82.59,87.87
Bombus_hypnorum_24985879_1,0.12,63.0,61.03
Andrena_vaga_58631661_1,0.12,75.2,75.78
Andrena_haemorrhoa_24504960_1,0.12,68.66,68.41
Bombus_magnus_39079115_3,0.12,59.64,72.71
Andrena_fulva_41617060_1,0.12,66.63,65.32
Sphecodes_albilabris_64193431_1,0.12,72.15,71.23
Bombus_cryptarum_41698591_1,0.12,80.62,80.62
Andrena_fulva_24609371_8,0.12,73.51,74.89
Andrena_flavipes_41352869_1,0.12,71.43,72.01
Dasypoda_hirtipes_52735331_1,0.12,28.65,28.65
Bombus_sylvarum_37675101_1,0.12,83.88,89.75
Bombus_lapidarius_21321179_1,0.12,72.19,72.05
Xylocopa_violacea_46206341_1,0.12,71.87,71.89
Bombus_cryptarum_78460011_1,0.12,83.48,84.4
Osmia_bicolor_72350654_1,0.12,72.53,71.74
Bombus_terrestris_74043828_2,0.12,80.47,80.63
Bombus_terrestris_99521073_3,0.12,0.07,20.72
Andrena_cineraria_26513851_1,0.12,80.41,81.17
Andrena_cineraria_26685621_1,0.12,50.65,55.73
Bombus_lucorum_28318177_1,0.12,64.32,62.86
Bombus_terrestris_60497898_1,0.12,79.84,80.0
Osmia_cornuta_32297539_1,0.12,9.37,14.62
Osmia_bicolor_74939891_1,0.12,50.86,47.44
Bombus_pascuorum_70929264_1,0.12,53.87,53.07
Osmia_bicolor_64685876_1,0.12,70.74,71.14
Andrena_cineraria_21955817_1,0.12,70.56,70.3
Bombus_cryptarum_78988844_3,0.12,33.8,31.81
Osmia_bicolor_41683713_1,0.12,62.97,61.94
Andrena_fulva_12361560_1,0.12,9.83,14.77
Andrena_fulva_41818494_1,0.12,71.54,70.53
Bombus_lucorum_27507339_2,0.12,75.6,79.87
Sphecodes_albilabris_70109535_1,0.12,47.85,44.07
Bombus_cryptarum_46815891_4,0.12,80.44,81.29
Bombus_pascuorum_72268323_1,0.12,83.31,85.57
Sphecodes_albilabris_72911566_1,0.12,61.36,60.4
Andrena_flavipes_41163118_2,0.12,60.47,60.52
Osmia_bicolor_64280818_1,0.12,29.97,29.92
Andrena_flavipes_10588940_1,0.12,34.98,34.96
Bombus_lucorum_25622353_1,0.12,73.32,76.19
Andrena_fulva_25334479_3,0.12,69.53,69.48
Bombus_pascuorum_70941355_2,0.12,26.26,26.26
Anthophora_plumipes_21256341_1,0.12,80.57,81.86
Bombus_hypnorum_24931873_3,0.12,48.77,47.31
Bombus_sylvarum_65340263_2,0.12,74.92,75.24
Andrena_cineraria_22695589_1,0.12,66.5,66.09
Sphecodes_albilabris_91835021_1,0.12,32.75,34.18
Dasypoda_hirtipes_45952052_1,0.12,74.04,73.69
Bombus_pratorum_26758586_1,0.12,73.44,73.14
Sphecodes_albilabris_3973294_1,0.12,66.7,64.88
Bombus_pascuorum_72339385_2,0.12,80.59,80.26
Anthidium_manicatum_1307808_1,0.12,68.62,78.06
Andrena_flavipes_42347630_4,0.12,53.13,52.89
Bombus_hortorum_44246574_1,0.12,69.69,68.96
Andrena_fulva_20802109_1,0.12,74.18,74.19
Sphecodes_albilabris_91120069_1,0.12,0.0,19.37
Bombus_terrestris_74078943_2,0.12,67.71,67.67
Bombus_pratorum_41296088_1,0.12,69.17,69.15
Bombus_lapidarius_21352151_1,0.12,69.52,69.41
Bombus_terrestris_71501078_5,0.12,75.63,75.4
Andrena_vaga_5819305_7,0.12,61.66,61.44
Bombus_sylvarum_37675104_2,0.12,72.54,72.32
Bombus_lucorum_26758784_1,0.12,66.13,66.04
Dasypoda_hirtipes_31538737_1,0.12,20.06,20.06
Bombus_magnus_45413919_2,0.12,0.0,1.74
Andrena_haemorrhoa_19902478_1,0.12,77.38,78.87
Dasypoda_hirtipes_14133120_2,0.12,29.87,29.87
Osmia_cornuta_557630_3,0.12,43.25,41.6
Osmia_bicornis_25948103_1,0.12,0.0,21.2
Bombus_lucorum_28600638_1,0.12,41.52,40.94
Andrena_fulva_24609371_4,0.12,0.0,5.45
Bombus_hortorum_14267038_1,0.12,45.48,42.8
Osmia_cornuta_21387335_1,0.12,30.17,31.37
Andrena_vaga_42150989_4,0.12,65.14,64.13
Bombus_hortorum_46398111_1,0.12,75.55,75.52
Bombus_cryptarum_76326107_2,0.12,52.32,52.26
Bombus_pratorum_42408550_1,0.12,0.0,21.4
Andrena_cineraria_25945586_1,0.12,78.51,78.74
Bombus_cryptarum_48407391_1,0.12,74.01,74.04
Bombus_pascuorum_68869085_1,0.12,84.09,85.85
Bombus_terrestris_70134534_1,0.12,75.22,75.59
Bombus_cryptarum_76250784_1,0.12,47.29,45.55
Andrena_haemorrhoa_24216792_1,0.12,79.7,79.74
Andrena_vaga_60931621_1,0.12,35.93,40.87
Sphecodes_albilabris_2910604_5,0.12,67.81,67.67
Bombus_hypnorum_26188914_1,0.12,80.02,80.02
Bombus_terrestris_55479040_4,0.12,61.32,59.77
Bombus_lucorum_26440505_1,0.12,43.27,43.25
Anthidium_manicatum_1104741_1,0.12,39.49,39.32
Osmia_bicornis_26068224_1,0.12,76.88,77.36
Bombus_hortorum_18018378_1,0.12,54.81,53.66
Andrena_bicolor_70513296_1,0.12,68.73,68.7
Bombus_terrestris_65128639_1,0.12,0.0,6.26
Sphecodes_albilabris_90861814_1,0.12,45.38,44.75
Sphecodes_albilabris_91198181_1,0.12,63.62,63.16
Andrena_flavipes_41679666_1,0.12,18.82,18.82
Bombus_magnus_39079115_1,0.12,73.18,80.74
Bombus_lucorum_28113036_1,0.12,74.75,76.3
Andrena_flavipes_6162634_1,0.12,72.45,72.07
Halictus_scabiosae_25515682_1,0.12,52.95,52.95
Andrena_vaga_37306991_3,0.12,83.76,83.73
Andrena_flavipes_45372205_1,0.12,69.08,68.81
Andrena_flavipes_27154685_1,0.12,72.4,71.91
Osmia_cornuta_1361305_1,0.12,79.96,81.08
Andrena_haemorrhoa_9643707_1,0.12,63.08,62.77
Bombus_pratorum_21782729_3,0.12,65.6,65.39
Bombus_lucorum_14054307_1,0.12,75.59,76.15
Andrena_haemorrhoa_2991977_1,0.12,40.53,40.73
Bombus_pascuorum_70948738_1,0.12,0.0,15.16
Bombus_lucorum_27773349_1,0.12,81.24,81.56
Bombus_hortorum_19170168_1,0.12,52.09,57.95
Andrena_haemorrhoa_9643146_1,0.12,79.68,80.12
Andrena_vaga_35333363_3,0.12,84.09,86.8
Andrena_fulva_21005375_1,0.12,68.29,67.21
Sphecodes_albilabris_63338779_1,0.12,67.74,67.05
Osmia_cornuta_19906005_1,0.12,16.34,29.63
Bombus_hortorum_46358885_2,0.12,76.13,76.88
Dasypoda_hirtipes_52138066_1,0.12,58.74,57.62
Anthophora_plumipes_10726165_1,0.12,60.06,59.7
Halictus_scabiosae_29429207_1,0.12,53.55,53.24
Andrena_haemorrhoa_12510924_1,0.12,46.72,46.63
Osmia_bicornis_21870398_1,0.12,71.62,71.61
Anthidium_manicatum_11549080_1,0.12,70.7,70.07
Bombus_terrestris_80764295_1,0.12,45.18,45.09
Andrena_flavipes_40832925_4,0.12,48.6,48.36
Andrena_bicolor_71937223_1,0.12,38.24,38.02
Bombus_lapidarius_25721016_1,0.12,63.33,61.53
Xylocopa_violacea_50532223_1,0.12,67.62,67.39
Osmia_bicornis_25868817_1,0.12,69.7,69.6
Andrena_bicolor_72038338_1,0.12,60.79,60.16
Andrena_fulva_41693281_1,0.12,65.27,64.84
Sphecodes_albilabris_67712830_1,0.12,68.33,74.7
Xylocopa_violacea_46154360_1,0.12,59.43,58.43
Andrena_haemorrhoa_12277590_1,0.12,84.07,85.67
Bombus_pascuorum_68871103_4,0.12,66.52,65.9
Andrena_bicolor_71705678_2,0.12,75.03,74.93
Osmia_cornuta_21049270_1,0.12,26.11,26.08
Bombus_hortorum_13893322_2,0.12,56.58,55.65
Bombus_cryptarum_79887126_2,0.12,68.95,68.49
Osmia_cornuta_40086158_1,0.12,37.73,37.91
Bombus_pascuorum_70829784_4,0.12,0.0,35.6
Bombus_pratorum_41559252_4,0.12,84.49,84.84
Anthidium_manicatum_6970356_3,0.12,59.04,58.7
Bombus_sylvarum_81211106_2,0.12,77.39,77.3
Anthophora_plumipes_3022507_2,0.12,0.23,14.28
Anthophora_plumipes_22412797_2,0.12,64.95,62.91
Osmia_bicornis_22653557_1,0.12,72.15,71.36
Osmia_bicolor_26049504_1,0.12,60.3,59.39
Andrena_bicolor_70836009_1,0.12,76.68,77.08
Bombus_lucorum_24301194_2,0.12,48.98,48.2
Halictus_scabiosae_28435023_1,0.12,70.33,69.83
Osmia_cornuta_21025210_2,0.12,77.05,83.95
Anthophora_plumipes_5388756_2,0.12,74.93,77.34
Dasypoda_hirtipes_28868578_1,0.12,28.99,28.86
Andrena_vaga_37306991_6,0.12,68.74,68.42
Anthidium_manicatum_15027502_1,0.12,69.16,69.03
Bombus_pascuorum_70941526_2,0.12,2.74,35.11
Bombus_sylvarum_82593993_3,0.12,67.32,66.98
Halictus_scabiosae_30353670_1,0.12,51.06,48.86
Andrena_flavipes_5795371_3,0.12,81.92,83.14
Bombus_pratorum_41451607_1,0.12,9.14,9.14
Andrena_fulva_21101578_1,0.12,74.56,74.44
Bombus_sylvarum_82818807_4,0.12,46.02,50.46
Andrena_cineraria_40871954_2,0.12,79.26,81.68
Andrena_haemorrhoa_608715_5,0.12,68.91,68.39
Bombus_pascuorum_70679427_1,0.12,82.3,82.63
Anthophora_plumipes_21775963_1,0.12,66.25,65.99
Anthidium_manicatum_1945473_1,0.12,75.81,75.99
Bombus_pascuorum_72171062_1,0.12,73.06,72.59
Anthidium_manicatum_1304981_2,0.12,79.79,80.14
Bombus_hypnorum_26238749_1,0.12,81.53,82.49
Bombus_lapidarius_12834390_1,0.12,87.37,87.79
Osmia_bicornis_26008683_2,0.12,69.02,67.79
Andrena_fulva_16591072_1,0.12,0.0,10.42
Bombus_terrestris_89339556_1,0.12,76.85,77.47
Andrena_cineraria_22035971_5,0.12,81.24,82.04
Anthidium_manicatum_12884662_2,0.12,78.93,79.11
Andrena_cineraria_19902477_1,0.12,71.16,71.24
Halictus_scabiosae_27562307_1,0.12,12.33,12.33
Osmia_cornuta_1281136_1,0.12,28.48,27.82
Halictus_scabiosae_30643619_1,0.12,69.54,69.31
Bombus_cryptarum_76326107_1,0.12,55.53,54.64
Sphecodes_albilabris_90548728_1,0.12,71.85,70.77
Andrena_haemorrhoa_23621511_1,0.12,69.39,68.96
Bombus_hypnorum_13810150_1,0.12,35.41,32.85
Andrena_cineraria_39926319_1,0.12,66.82,65.79
Anthophora_plumipes_20508136_2,0.12,61.82,60.95
Osmia_bicornis_26790225_2,0.12,58.46,57.98
Bombus_cryptarum_47213984_1,0.12,73.25,72.81
Bombus_hortorum_45581548_2,0.12,62.52,62.17
Andrena_fulva_24599687_1,0.12,82.09,82.54
Andrena_fulva_24372320_1,0.12,63.44,61.52
Bombus_pratorum_26922091_1,0.12,70.34,69.19
Halictus_scabiosae_25696041_1,0.12,77.9,77.92
Xylocopa_violacea_52779990_1,0.12,56.77,56.64
Anthophora_plumipes_11795456_2,0.12,76.67,76.04
Bombus_lapidarius_21671909_1,0.12,26.68,40.71
Bombus_lapidarius_11314802_1,0.12,59.71,58.39
Andrena_haemorrhoa_22698467_1,0.12,78.42,78.94
Dasypoda_hirtipes_14252544_2,0.12,82.56,83.34
Bombus_pascuorum_70875661_2,0.12,0.0,3.12
Bombus_pratorum_20418017_1,0.12,36.42,36.1
Andrena_vaga_22777403_4,0.12,77.22,79.45
Dasypoda_hirtipes_29721943_1,0.12,82.86,83.02
