img_id,threshold,eig_ind,IOU
67.0,0.36,3.0,6.400927156209946
67.0,0.36,4.0,5.544270575046539
68.0,0.36,0.0,72.17950820922852
68.0,0.36,1.0,24.420318007469177
68.0,0.36,2.0,3.736245632171631
68.0,0.36,3.0,14.413705468177795
68.0,0.36,4.0,20.737475156784058
69.0,0.36,0.0,71.56396508216858
69.0,0.36,1.0,9.337016195058823
69.0,0.36,2.0,16.1872461438179
69.0,0.36,3.0,6.472259759902954
69.0,0.36,4.0,13.125471770763397
70.0,0.36,0.0,80.25049567222595
70.0,0.36,1.0,11.024200171232224
70.0,0.36,2.0,14.605551958084106
70.0,0.36,3.0,8.185502141714096
70.0,0.36,4.0,14.684031903743744
71.0,0.36,0.0,71.98966145515442
71.0,0.36,1.0,16.218799352645874
71.0,0.36,2.0,16.305527091026306
71.0,0.36,3.0,36.62117123603821
71.0,0.36,4.0,14.79695737361908
72.0,0.36,0.0,85.3155255317688
72.0,0.36,1.0,9.722130000591278
72.0,0.36,2.0,28.269442915916443
72.0,0.36,3.0,12.469631433486938
72.0,0.36,4.0,9.815934300422668
73.0,0.36,0.0,73.80536794662476
73.0,0.36,1.0,10.823523253202438
73.0,0.36,2.0,19.713355600833893
73.0,0.36,3.0,12.856858968734741
73.0,0.36,4.0,12.215201556682587
74.0,0.36,0.0,74.36408996582031
74.0,0.36,1.0,23.69425594806671
74.0,0.36,2.0,10.3414848446846
74.0,0.36,3.0,11.592839658260345
74.0,0.36,4.0,13.038089871406555
75.0,0.36,0.0,16.341356933116913
75.0,0.36,1.0,51.63261294364929
75.0,0.36,2.0,3.7190914154052734
75.0,0.36,3.0,27.536141872406006
75.0,0.36,4.0,3.5896319895982742
76.0,0.36,0.0,8.323989808559418
76.0,0.36,1.0,15.8277228474617
76.0,0.36,2.0,24.21564757823944
76.0,0.36,3.0,22.692425549030304
76.0,0.36,4.0,23.290200531482697
77.0,0.36,0.0,74.65004324913025
77.0,0.36,1.0,0.0023788001271896064
77.0,0.36,2.0,33.01451802253723
77.0,0.36,3.0,4.514290392398834
77.0,0.36,4.0,4.605518653988838
78.0,0.36,0.0,53.99256944656372
78.0,0.36,1.0,3.8327503949403763
78.0,0.36,2.0,3.4086354076862335
78.0,0.36,3.0,4.557706415653229
78.0,0.36,4.0,4.34894897043705
79.0,0.36,0.0,82.9957365989685
79.0,0.36,1.0,2.8545182198286057
79.0,0.36,2.0,5.855254456400871
79.0,0.36,3.0,10.677759349346161
79.0,0.36,4.0,6.900393217802048
80.0,0.36,0.0,80.54844737052917
80.0,0.36,1.0,4.1885025799274445
80.0,0.36,2.0,3.959309309720993
80.0,0.36,3.0,6.522379815578461
80.0,0.36,4.0,3.8608018308877945
81.0,0.36,0.0,67.16247200965881
81.0,0.36,1.0,0.6979338824748993
81.0,0.36,2.0,1.3989870436489582
81.0,0.36,3.0,2.0927637815475464
81.0,0.36,4.0,1.895369403064251
82.0,0.36,0.0,51.6420841217041
82.0,0.36,1.0,6.40527680516243
82.0,0.36,2.0,4.9422066658735275
82.0,0.36,3.0,5.410397052764893
82.0,0.36,4.0,4.720889776945114
83.0,0.36,0.0,68.34564208984375
83.0,0.36,1.0,32.231876254081726
83.0,0.36,2.0,16.743850708007812
83.0,0.36,3.0,32.086172699928284
83.0,0.36,4.0,20.549432933330536
84.0,0.36,0.0,57.31619596481323
84.0,0.36,1.0,10.79656332731247
84.0,0.36,2.0,10.830174386501312
84.0,0.36,3.0,3.9065763354301453
84.0,0.36,4.0,10.85829958319664
85.0,0.36,0.0,71.3203489780426
85.0,0.36,1.0,0.14966240851208568
85.0,0.36,2.0,8.228553086519241
85.0,0.36,3.0,8.000107854604721
85.0,0.36,4.0,8.507215231657028
86.0,0.36,0.0,67.20045804977417
86.0,0.36,1.0,14.516028761863708
86.0,0.36,2.0,15.15619158744812
86.0,0.36,3.0,12.227676063776016
86.0,0.36,4.0,12.041851878166199
87.0,0.36,0.0,63.050782680511475
87.0,0.36,1.0,9.074752777814865
87.0,0.36,2.0,40.8995121717453
87.0,0.36,3.0,12.37994134426117
87.0,0.36,4.0,17.724627256393433
88.0,0.36,0.0,84.09870862960815
88.0,0.36,1.0,6.2935516238212585
88.0,0.36,2.0,8.975862711668015
88.0,0.36,3.0,4.427584260702133
88.0,0.36,4.0,12.379146367311478
89.0,0.36,0.0,80.38835525512695
89.0,0.36,1.0,34.28216874599457
89.0,0.36,2.0,11.043278127908707
89.0,0.36,3.0,9.045795351266861
89.0,0.36,4.0,1.5962084755301476
90.0,0.36,0.0,83.64789485931396
90.0,0.36,1.0,5.459578707814217
90.0,0.36,2.0,15.038512647151947
90.0,0.36,3.0,6.184891983866692
90.0,0.36,4.0,6.242470815777779
91.0,0.36,0.0,83.07898044586182
91.0,0.36,1.0,3.8168955594301224
91.0,0.36,2.0,7.107964903116226
91.0,0.36,3.0,5.607358366250992
91.0,0.36,4.0,8.159113675355911
92.0,0.36,0.0,73.89814257621765
92.0,0.36,1.0,8.279799669981003
92.0,0.36,2.0,10.1483553647995
92.0,0.36,3.0,6.822345405817032
92.0,0.36,4.0,10.787710547447205
93.0,0.36,0.0,77.22153067588806
93.0,0.36,1.0,5.871911719441414
93.0,0.36,2.0,20.870083570480347
93.0,0.36,3.0,8.203485608100891
93.0,0.36,4.0,9.297491610050201
94.0,0.36,0.0,77.41370797157288
94.0,0.36,1.0,8.788115531206131
94.0,0.36,2.0,10.791615396738052
94.0,0.36,3.0,15.112273395061493
94.0,0.36,4.0,17.368493974208832
95.0,0.36,0.0,65.4112458229065
95.0,0.36,1.0,7.786541432142258
95.0,0.36,2.0,16.50613397359848
95.0,0.36,3.0,26.541277766227722
95.0,0.36,4.0,15.663444995880127
96.0,0.36,0.0,56.346678733825684
96.0,0.36,1.0,8.740656822919846
96.0,0.36,2.0,1.0082894004881382
96.0,0.36,3.0,1.007079053670168
96.0,0.36,4.0,1.4859014190733433
97.0,0.36,0.0,77.6669442653656
97.0,0.36,1.0,12.384241819381714
97.0,0.36,2.0,33.62241983413696
97.0,0.36,3.0,14.97081071138382
97.0,0.36,4.0,16.093629598617554
98.0,0.36,0.0,69.22352910041809
98.0,0.36,1.0,24.73403960466385
98.0,0.36,2.0,0.15669798012822866
98.0,0.36,3.0,19.663572311401367
98.0,0.36,4.0,17.48737245798111
99.0,0.36,0.0,73.32676649093628
99.0,0.36,1.0,12.072953581809998
99.0,0.36,2.0,9.31003987789154
99.0,0.36,3.0,13.106077909469604
99.0,0.36,4.0,7.946842908859253
100.0,0.36,0.0,78.50618958473206
100.0,0.36,1.0,1.6016602516174316
100.0,0.36,2.0,18.573245406150818
100.0,0.36,3.0,24.980998039245605
100.0,0.36,4.0,30.280858278274536
101.0,0.36,0.0,71.97990417480469
101.0,0.36,1.0,0.7424807175993919
101.0,0.36,2.0,2.8581928461790085
101.0,0.36,3.0,2.8869478031992912
101.0,0.36,4.0,1.9853007048368454
102.0,0.36,0.0,68.72994303703308
102.0,0.36,1.0,15.676356852054596
102.0,0.36,2.0,27.490025758743286
102.0,0.36,3.0,4.842581227421761
102.0,0.36,4.0,4.439001530408859
103.0,0.36,0.0,76.49301290512085
103.0,0.36,1.0,0.15319755766540766
103.0,0.36,2.0,3.2026734203100204
103.0,0.36,3.0,24.452203512191772
103.0,0.36,4.0,18.528468906879425
104.0,0.36,0.0,1.4183451421558857
104.0,0.36,1.0,1.4572609215974808
104.0,0.36,2.0,1.4583355747163296
104.0,0.36,3.0,11.803487688302994
104.0,0.36,4.0,31.80539906024933
105.0,0.36,0.0,68.25007200241089
105.0,0.36,1.0,4.842637479305267
105.0,0.36,2.0,30.267757177352905
105.0,0.36,3.0,3.5665981471538544
105.0,0.36,4.0,5.243612825870514
106.0,0.36,0.0,8.726676553487778
106.0,0.36,1.0,65.82408547401428
106.0,0.36,2.0,9.774681180715561
106.0,0.36,3.0,13.734766840934753
106.0,0.36,4.0,13.99044394493103
107.0,0.36,0.0,79.85867261886597
107.0,0.36,1.0,0.753931887447834
107.0,0.36,2.0,5.973505973815918
107.0,0.36,3.0,3.4407764673233032
107.0,0.36,4.0,3.2076220959424973
108.0,0.36,0.0,82.29900598526001
108.0,0.36,1.0,15.37792682647705
108.0,0.36,2.0,16.31794571876526
108.0,0.36,3.0,17.913253605365753
108.0,0.36,4.0,11.339649558067322
109.0,0.36,0.0,81.32520914077759
109.0,0.36,1.0,3.83477546274662
109.0,0.36,2.0,6.377061456441879
109.0,0.36,3.0,7.490265369415283
109.0,0.36,4.0,7.759324461221695
110.0,0.36,0.0,72.05033898353577
110.0,0.36,1.0,3.8030337542295456
110.0,0.36,2.0,1.248905435204506
110.0,0.36,3.0,17.264927923679352
110.0,0.36,4.0,15.12906551361084
111.0,0.36,0.0,81.90118670463562
111.0,0.36,1.0,9.412317723035812
111.0,0.36,2.0,14.559409022331238
111.0,0.36,3.0,13.513679802417755
111.0,0.36,4.0,21.48185819387436
112.0,0.36,0.0,81.75257444381714
112.0,0.36,1.0,10.502661019563675
112.0,0.36,2.0,17.924267053604126
112.0,0.36,3.0,12.773405015468597
112.0,0.36,4.0,19.27093267440796
113.0,0.36,0.0,10.676747560501099
113.0,0.36,1.0,2.015911601483822
113.0,0.36,2.0,0.05297822062857449
113.0,0.36,3.0,3.9537280797958374
113.0,0.36,4.0,1.7851613461971283
114.0,0.36,0.0,77.07553505897522
114.0,0.36,1.0,19.639459252357483
114.0,0.36,2.0,9.731879085302353
114.0,0.36,3.0,11.95339486002922
114.0,0.36,4.0,10.62505692243576
115.0,0.36,0.0,71.33956551551819
115.0,0.36,1.0,6.20625726878643
115.0,0.36,2.0,6.592784076929092
115.0,0.36,3.0,6.921540200710297
115.0,0.36,4.0,24.720899760723114
116.0,0.36,0.0,82.60855674743652
116.0,0.36,1.0,6.356576830148697
116.0,0.36,2.0,9.83048602938652
116.0,0.36,3.0,7.058454304933548
116.0,0.36,4.0,10.534534603357315
117.0,0.36,0.0,82.19181299209595
117.0,0.36,1.0,2.183118090033531
117.0,0.36,2.0,7.570354640483856
117.0,0.36,3.0,6.112222000956535
117.0,0.36,4.0,4.334793239831924
118.0,0.36,0.0,3.528086841106415
118.0,0.36,1.0,6.402948498725891
118.0,0.36,2.0,11.82163879275322
118.0,0.36,3.0,6.338156014680862
118.0,0.36,4.0,16.902755200862885
119.0,0.36,0.0,37.949562072753906
119.0,0.36,1.0,64.43277597427368
119.0,0.36,2.0,4.355376213788986
119.0,0.36,3.0,8.473079651594162
119.0,0.36,4.0,4.993902891874313
120.0,0.36,0.0,51.3787567615509
120.0,0.36,1.0,7.092655450105667
120.0,0.36,2.0,9.462221711874008
120.0,0.36,3.0,12.060009688138962
120.0,0.36,4.0,13.45779299736023
121.0,0.36,0.0,83.56655240058899
121.0,0.36,1.0,11.436951160430908
121.0,0.36,2.0,4.0918756276369095
121.0,0.36,3.0,14.23957645893097
121.0,0.36,4.0,16.42817258834839
122.0,0.36,0.0,72.41222262382507
122.0,0.36,1.0,3.1846366822719574
122.0,0.36,2.0,5.279116705060005
122.0,0.36,3.0,2.709302306175232
122.0,0.36,4.0,4.532795399427414
123.0,0.36,0.0,84.04727578163147
123.0,0.36,1.0,10.627620667219162
123.0,0.36,2.0,21.82067185640335
123.0,0.36,3.0,36.40772998332977
123.0,0.36,4.0,17.024479806423187
124.0,0.36,0.0,86.81028485298157
124.0,0.36,1.0,8.876945078372955
124.0,0.36,2.0,3.191005066037178
124.0,0.36,3.0,6.1067502945661545
124.0,0.36,4.0,3.1118107959628105
125.0,0.36,0.0,64.30909037590027
125.0,0.36,1.0,0.4883368965238333
125.0,0.36,2.0,1.8194112926721573
125.0,0.36,3.0,13.670308887958527
125.0,0.36,4.0,1.4719259925186634
126.0,0.36,0.0,69.26020979881287
126.0,0.36,1.0,24.62291121482849
126.0,0.36,2.0,6.132266670465469
126.0,0.36,3.0,26.100000739097595
126.0,0.36,4.0,3.8994472473859787
127.0,0.36,0.0,84.53394174575806
127.0,0.36,1.0,9.431682527065277
127.0,0.36,2.0,6.306198984384537
127.0,0.36,3.0,8.817951381206512
127.0,0.36,4.0,13.016937673091888
128.0,0.36,0.0,75.53786039352417
128.0,0.36,1.0,31.36356770992279
128.0,0.36,2.0,16.21405780315399
128.0,0.36,3.0,12.278563529253006
128.0,0.36,4.0,28.684577345848083
129.0,0.36,0.0,77.92093753814697
129.0,0.36,1.0,10.275309532880783
129.0,0.36,2.0,11.61954551935196
129.0,0.36,3.0,10.02320796251297
129.0,0.36,4.0,7.6225705444812775
130.0,0.36,0.0,80.50568699836731
130.0,0.36,1.0,27.574506402015686
130.0,0.36,2.0,8.059867471456528
130.0,0.36,3.0,9.665242582559586
130.0,0.36,4.0,6.691434979438782
131.0,0.36,0.0,84.37770009040833
131.0,0.36,1.0,6.519327312707901
131.0,0.36,2.0,27.641743421554565
131.0,0.36,3.0,7.433008402585983
131.0,0.36,4.0,6.852906942367554
132.0,0.36,0.0,75.81865191459656
132.0,0.36,1.0,6.715173274278641
132.0,0.36,2.0,9.940677881240845
132.0,0.36,3.0,0.0
132.0,0.36,4.0,7.355932891368866
133.0,0.36,0.0,80.4977297782898
133.0,0.36,1.0,1.521958690136671
133.0,0.36,2.0,2.537604607641697
133.0,0.36,3.0,3.6116983741521835
133.0,0.36,4.0,4.228774085640907
134.0,0.36,0.0,58.74709486961365
134.0,0.36,1.0,41.222262382507324
134.0,0.36,2.0,8.089391887187958
134.0,0.36,3.0,7.424773275852203
134.0,0.36,4.0,6.708522140979767
135.0,0.36,0.0,83.10388922691345
135.0,0.36,1.0,7.967141270637512
135.0,0.36,2.0,13.59395980834961
135.0,0.36,3.0,5.357044190168381
135.0,0.36,4.0,13.051356375217438
136.0,0.36,0.0,76.07519030570984
136.0,0.36,1.0,7.458348572254181
136.0,0.36,2.0,8.389424532651901
136.0,0.36,3.0,2.7376601472496986
136.0,0.36,4.0,12.510184943675995
137.0,0.36,0.0,72.52591252326965
137.0,0.36,1.0,4.336452856659889
137.0,0.36,2.0,5.210239440202713
137.0,0.36,3.0,6.135352700948715
137.0,0.36,4.0,6.8701013922691345
138.0,0.36,0.0,80.97390532493591
138.0,0.36,1.0,25.59862732887268
138.0,0.36,2.0,14.739562571048737
138.0,0.36,3.0,15.856891870498657
138.0,0.36,4.0,23.770973086357117
139.0,0.36,0.0,36.98347806930542
139.0,0.36,1.0,23.06208461523056
139.0,0.36,2.0,25.692617893218994
