filename,IOU,AP,threshold
Anthophora_plumipes_21870754_1,80.25,84.82,0.42
Halictus_scabiosae_36269381_1,59.79,57.49,0.42
Sphecodes_albilabris_21297069_1,64.48,70.27,0.42
Andrena_cineraria_25076335_1,53.83,59.46,0.42
Osmia_bicolor_66131327_1,65.94,63.8,0.42
Andrena_bicolor_42078638_1,62.9,65.41,0.42
Bombus_lapidarius_11415085_1,78.6,79.63,0.42
Osmia_bicolor_27561083_1,76.06,78.9,0.42
Bombus_pratorum_45359905_1,72.49,75.94,0.42
Osmia_cornuta_40122155_1,69.75,68.79,0.42
Andrena_cineraria_25233849_2,2.53,3.35,0.42
Dasypoda_hirtipes_52498715_1,71.73,72.15,0.42
Osmia_bicornis_25898050_2,80.05,84.49,0.42
Anthophora_plumipes_53267_2,73.6,73.13,0.42
Anthophora_plumipes_19552427_2,72.0,70.48,0.42
Bombus_cryptarum_78899618_1,35.93,33.54,0.42
Andrena_flavipes_22781308_1,60.68,63.42,0.42
Bombus_sylvarum_36920709_1,73.08,81.17,0.42
Anthophora_plumipes_12045004_1,76.55,77.55,0.42
Andrena_bicolor_66007245_1,65.68,69.61,0.42
Andrena_vaga_40177902_2,81.7,82.59,0.42
Dasypoda_hirtipes_50866693_1,85.58,86.01,0.42
Osmia_bicolor_38799279_2,45.02,59.11,0.42
Osmia_bicornis_26708422_1,78.7,78.83,0.42
Sphecodes_albilabris_14836047_3,79.79,80.57,0.42
Bombus_cryptarum_80153097_3,74.23,74.5,0.42
Xylocopa_violacea_45468782_1,84.05,85.67,0.42
Bombus_pratorum_21447212_1,0.43,5.43,0.42
Anthidium_manicatum_15139706_1,75.67,75.19,0.42
Bombus_hypnorum_25075981_2,69.63,73.7,0.42
Osmia_cornuta_27984092_1,80.58,85.1,0.42
Bombus_hypnorum_24610615_1,60.81,58.19,0.42
Osmia_cornuta_21385026_2,74.85,73.78,0.42
Bombus_hortorum_46868324_1,78.12,80.22,0.42
Bombus_hortorum_45249504_2,73.86,75.44,0.42
Bombus_lapidarius_21671909_2,7.28,5.97,0.42
Bombus_sylvarum_61128915_1,69.2,73.8,0.42
Andrena_flavipes_41552632_1,76.22,76.23,0.42
Osmia_bicornis_21771563_1,78.98,79.81,0.42
Halictus_scabiosae_31672518_1,85.11,85.8,0.42
Andrena_cineraria_22820892_1,54.08,64.35,0.42
Sphecodes_albilabris_65351521_1,73.72,81.19,0.42
Bombus_lapidarius_25615028_3,75.1,74.15,0.42
Halictus_scabiosae_25164647_1,76.7,76.07,0.42
Bombus_pratorum_21050548_1,83.34,91.18,0.42
Anthidium_manicatum_6982928_1,80.12,80.22,0.42
Andrena_haemorrhoa_5525722_1,76.54,76.83,0.42
Bombus_terrestris_78063362_3,75.45,86.93,0.42
Bombus_hypnorum_13258468_8,51.3,54.46,0.42
Bombus_sylvarum_79899505_2,73.78,77.41,0.42
Andrena_fulva_25496035_1,70.03,70.18,0.42
Bombus_cryptarum_79887126_1,78.44,80.9,0.42
Dasypoda_hirtipes_50524329_3,82.84,82.81,0.42
Xylocopa_violacea_46615802_2,83.35,83.69,0.42
Bombus_lapidarius_9923821_1,74.64,73.4,0.42
Osmia_bicornis_26790225_1,78.15,79.49,0.42
Bombus_hypnorum_26332474_2,67.58,67.09,0.42
Xylocopa_violacea_46132602_4,55.08,56.63,0.42
Bombus_lapidarius_25303957_1,83.33,87.07,0.42
Bombus_pascuorum_68871302_1,73.32,82.32,0.42
Andrena_vaga_41440392_1,66.19,74.02,0.42
Bombus_lapidarius_13123622_1,57.3,56.78,0.42
Andrena_fulva_41623103_1,78.81,80.77,0.42
Xylocopa_violacea_45691474_1,80.59,83.0,0.42
Dasypoda_hirtipes_8437807_1,71.83,75.39,0.42
Andrena_haemorrhoa_9859243_1,79.85,82.11,0.42
Bombus_lapidarius_25327961_3,2.33,2.6,0.42
Osmia_cornuta_20751065_3,64.18,68.8,0.42
Andrena_bicolor_103816012_1,73.75,78.77,0.42
Bombus_lapidarius_25251993_1,74.53,77.2,0.42
Xylocopa_violacea_47143231_1,24.39,19.24,0.42
Bombus_hypnorum_26437269_2,56.9,55.03,0.42
Bombus_terrestris_73477478_1,69.13,71.75,0.42
Osmia_bicornis_25886939_1,77.88,77.95,0.42
Andrena_flavipes_43743858_1,56.32,66.28,0.42
Osmia_bicornis_21844212_1,73.84,72.98,0.42
Bombus_lucorum_27740711_2,80.5,87.59,0.42
Bombus_pratorum_41798445_1,75.34,75.31,0.42
Osmia_bicornis_26168729_1,76.23,77.6,0.42
Anthidium_manicatum_6985997_1,66.5,66.63,0.42
Andrena_bicolor_82551014_1,61.9,59.77,0.42
Bombus_pascuorum_68617035_1,33.02,28.35,0.42
Bombus_pascuorum_72262099_1,60.77,62.44,0.42
Sphecodes_albilabris_63951213_1,79.59,79.98,0.42
Andrena_cineraria_23613671_1,75.59,75.41,0.42
Bombus_hortorum_44739544_1,54.33,64.91,0.42
Bombus_hortorum_44365201_1,68.85,75.39,0.42
Anthidium_manicatum_12425687_1,68.56,70.92,0.42
Anthophora_plumipes_5388756_1,56.64,60.34,0.42
Osmia_bicolor_38799279_3,74.89,80.66,0.42
Osmia_bicornis_25989629_1,80.1,84.72,0.42
Dasypoda_hirtipes_1599451_1,68.0,72.27,0.42
Sphecodes_albilabris_15806090_3,60.35,65.96,0.42
Bombus_lucorum_28436335_1,84.94,85.21,0.42
Osmia_bicolor_42231237_2,79.0,80.11,0.42
Andrena_fulva_41603441_1,66.24,68.66,0.42
Andrena_fulva_24650780_1,75.04,75.1,0.42
Osmia_cornuta_24655313_1,66.59,77.84,0.42
Bombus_sylvarum_42071083_1,73.43,74.7,0.42
Xylocopa_violacea_46857060_1,83.43,83.65,0.42
Xylocopa_violacea_50691958_1,72.67,74.99,0.42
Osmia_bicornis_21885568_1,70.81,73.52,0.42
Osmia_bicolor_68630823_2,70.55,73.58,0.42
Andrena_haemorrhoa_22857077_1,68.89,75.34,0.42
Andrena_fulva_20802109_2,79.94,84.28,0.42
Anthophora_plumipes_10780704_2,75.76,78.15,0.42
Osmia_bicolor_65463597_2,80.5,81.7,0.42
Bombus_pratorum_22809604_1,56.36,60.95,0.42
Andrena_bicolor_39748872_1,77.34,78.59,0.42
Bombus_terrestris_61292946_4,72.39,74.89,0.42
Bombus_lapidarius_25673233_1,51.99,53.07,0.42
Andrena_bicolor_73877762_1,72.7,80.21,0.42
Bombus_hypnorum_26202603_3,64.5,69.92,0.42
Osmia_cornuta_29685156_1,73.07,72.09,0.42
Bombus_lapidarius_13070064_1,82.87,83.79,0.42
Andrena_cineraria_22895296_1,66.56,70.17,0.42
Bombus_terrestris_70507921_1,68.75,71.95,0.42
Anthidium_manicatum_1650190_1,73.03,76.41,0.42
Bombus_sylvarum_78613629_1,76.85,79.19,0.42
Andrena_cineraria_22749808_3,66.57,65.05,0.42
Bombus_hortorum_45476981_1,60.78,66.3,0.42
Sphecodes_albilabris_1406116_1,72.79,74.9,0.42
Osmia_bicolor_67081438_1,70.53,73.36,0.42
Bombus_hortorum_22341849_1,73.11,76.91,0.42
Anthidium_manicatum_6846545_1,81.59,81.22,0.42
Dasypoda_hirtipes_27527223_1,80.75,80.63,0.42
Bombus_pratorum_27567706_1,32.8,30.38,0.42
Bombus_sylvarum_40297855_1,65.49,70.75,0.42
Bombus_hortorum_44093380_1,66.47,65.72,0.42
Xylocopa_violacea_52462259_10,77.52,79.11,0.42
Andrena_cineraria_25636541_1,59.53,64.65,0.42
Bombus_lucorum_18594812_2,80.83,81.4,0.42
Bombus_hortorum_6779684_1,51.83,64.28,0.42
Anthophora_plumipes_9257692_1,59.95,61.46,0.42
Xylocopa_violacea_47509851_2,82.81,84.07,0.42
Andrena_bicolor_39887534_1,60.22,66.38,0.42
Bombus_hypnorum_13018081_1,0.41,2.69,0.42
Andrena_flavipes_43862385_1,76.76,78.25,0.42
Anthidium_manicatum_13076703_3,79.37,80.71,0.42
Andrena_cineraria_25670810_4,73.13,72.33,0.42
Bombus_sylvarum_39988335_1,78.33,82.95,0.42
Andrena_vaga_21486956_1,76.92,80.54,0.42
Andrena_bicolor_77445228_1,65.06,67.84,0.42
Andrena_haemorrhoa_24427420_1,79.44,79.94,0.42
Halictus_scabiosae_21318871_1,77.42,79.52,0.42
Bombus_hortorum_8403530_1,69.97,73.2,0.42
Bombus_cryptarum_45841582_1,87.34,87.76,0.42
Bombus_lucorum_27535167_1,5.84,4.51,0.42
Anthidium_manicatum_1304981_6,83.16,85.7,0.42
Dasypoda_hirtipes_29808653_1,76.7,78.07,0.42
Halictus_scabiosae_22284437_1,71.51,77.49,0.42
Halictus_scabiosae_32545143_1,79.88,85.13,0.42
Andrena_cineraria_25107582_1,75.85,76.45,0.42
Bombus_cryptarum_75990480_2,80.03,80.32,0.42
Osmia_bicolor_73411511_1,78.38,77.94,0.42
Andrena_bicolor_72391501_1,75.87,75.21,0.42
Andrena_cineraria_33979226_3,77.4,81.9,0.42
Xylocopa_violacea_52414801_1,70.66,76.87,0.42
Andrena_fulva_21321181_1,64.9,72.29,0.42
Bombus_lucorum_18535133_1,68.23,75.15,0.42
Andrena_bicolor_2799379_6,81.22,80.98,0.42
Bombus_pratorum_27515055_1,74.81,74.74,0.42
Halictus_scabiosae_28166507_1,59.25,64.9,0.42
Bombus_terrestris_54720798_1,59.68,67.35,0.42
Halictus_scabiosae_30747897_2,85.31,86.66,0.42
Xylocopa_violacea_53157262_1,52.44,66.8,0.42
Bombus_hypnorum_14209377_1,73.97,75.19,0.42
Osmia_cornuta_24728319_2,56.72,59.98,0.42
Anthophora_plumipes_21228844_2,82.83,83.89,0.42
Bombus_hypnorum_14253455_1,17.05,14.58,0.42
Halictus_scabiosae_30527082_3,81.52,81.11,0.42
Andrena_vaga_22076791_1,83.7,83.47,0.42
Bombus_pascuorum_68871893_1,75.46,78.97,0.42
Osmia_bicolor_70870899_1,55.15,55.04,0.42
Bombus_lucorum_15132562_1,76.01,76.63,0.42
Bombus_hortorum_44876954_1,6.52,6.17,0.42
Andrena_haemorrhoa_24374930_1,64.14,71.62,0.42
Bombus_hypnorum_24826343_1,77.64,78.55,0.42
Andrena_vaga_21802604_1,62.72,64.83,0.42
Osmia_bicolor_73397766_1,69.29,69.37,0.42
Bombus_sylvarum_82251804_3,60.89,60.9,0.42
Bombus_terrestris_73490987_3,74.25,78.76,0.42
Bombus_lapidarius_25734085_1,71.15,72.64,0.42
Bombus_lapidarius_21669171_1,71.36,72.68,0.42
Bombus_lucorum_18371763_1,73.75,75.32,0.42
Dasypoda_hirtipes_50665135_1,77.28,76.83,0.42
Bombus_terrestris_60039917_2,76.77,77.75,0.42
Bombus_lucorum_9293154_1,77.97,79.69,0.42
Bombus_lapidarius_21231081_1,71.71,72.62,0.42
Anthophora_plumipes_2980663_1,49.97,53.8,0.42
Andrena_vaga_41430814_1,83.03,83.88,0.42
Xylocopa_violacea_50983447_1,79.98,82.03,0.42
Bombus_sylvarum_59023273_2,76.43,81.31,0.42
Andrena_cineraria_21775997_2,77.0,79.32,0.42
Halictus_scabiosae_25686577_1,71.87,73.43,0.42
Osmia_bicornis_21361779_1,71.51,75.52,0.42
Anthophora_plumipes_5525742_1,67.78,68.54,0.42
Bombus_pratorum_42156059_1,44.99,48.91,0.42
Bombus_hypnorum_24360763_1,79.94,80.88,0.42
Bombus_cryptarum_78692537_1,74.54,76.15,0.42
Andrena_bicolor_58631640_1,72.24,78.88,0.42
Bombus_terrestris_97056086_1,64.11,65.25,0.42
Andrena_fulva_24881697_1,66.22,71.03,0.42
Bombus_cryptarum_79092935_1,70.93,78.29,0.42
Halictus_scabiosae_28354541_1,80.3,80.11,0.42
Bombus_pratorum_21906346_1,76.64,77.75,0.42
Bombus_sylvarum_78198565_1,77.42,76.94,0.42
Osmia_bicolor_42795747_7,68.31,70.75,0.42
Andrena_bicolor_82551014_3,74.89,73.84,0.42
Bombus_sylvarum_82288830_5,72.38,72.93,0.42
Bombus_lucorum_28889751_4,71.72,70.5,0.42
Bombus_hortorum_8829930_1,77.09,79.42,0.42
Anthidium_manicatum_1304981_4,74.64,80.09,0.42
Andrena_flavipes_21691969_1,41.46,50.79,0.42
Bombus_sylvarum_79524991_1,75.67,75.4,0.42
Bombus_lapidarius_21045810_2,75.98,78.31,0.42
Andrena_bicolor_104776005_1,73.81,75.49,0.42
Bombus_pratorum_26937719_1,78.15,79.7,0.42
Andrena_bicolor_20346058_1,74.88,84.4,0.42
Bombus_cryptarum_44718611_1,66.19,64.72,0.42
Andrena_vaga_58631663_1,74.94,80.8,0.42
Xylocopa_violacea_51245994_1,47.64,46.42,0.42
Bombus_pratorum_21553429_1,68.37,66.71,0.42
Bombus_cryptarum_48407391_3,78.62,82.96,0.42
Osmia_bicolor_43917985_1,77.94,79.79,0.42
Andrena_bicolor_103816167_1,60.75,66.77,0.42
Osmia_cornuta_61764_1,68.93,72.23,0.42
Bombus_cryptarum_48791095_1,63.7,76.28,0.42
Osmia_bicornis_26443792_1,80.67,80.39,0.42
Bombus_lucorum_28115438_1,76.03,77.65,0.42
Bombus_terrestris_93253422_8,76.65,77.27,0.42
Anthophora_plumipes_19902480_1,72.29,75.59,0.42
Andrena_haemorrhoa_21431997_3,42.29,41.91,0.42
Andrena_vaga_10231437_1,64.91,72.81,0.42
Bombus_sylvarum_58839175_1,82.72,84.52,0.42
Sphecodes_albilabris_24463655_1,70.58,72.21,0.42
Bombus_sylvarum_58867044_1,70.99,71.06,0.42
Andrena_vaga_53445485_1,80.33,82.54,0.42
Andrena_vaga_45706181_1,72.79,76.97,0.42
Sphecodes_albilabris_72878129_1,3.92,11.13,0.42
Anthidium_manicatum_12682975_1,67.03,67.54,0.42
Bombus_pascuorum_68871905_1,67.28,74.51,0.42
Andrena_haemorrhoa_11862212_1,82.6,83.99,0.42
Osmia_bicornis_26186749_3,82.07,82.11,0.42
Bombus_terrestris_61965586_4,70.84,73.51,0.42
Andrena_haemorrhoa_21384099_1,79.06,79.83,0.42
Halictus_scabiosae_28515165_1,73.37,74.9,0.42
Sphecodes_albilabris_69621025_1,70.15,76.17,0.42
Xylocopa_violacea_45973783_2,82.27,83.39,0.42
Bombus_hypnorum_26377599_1,83.08,83.56,0.42
Dasypoda_hirtipes_46946813_1,70.82,78.37,0.42
Osmia_bicornis_21611244_1,80.43,81.99,0.42
Osmia_bicornis_26319752_1,81.48,84.94,0.42
Anthidium_manicatum_7149603_3,6.0,17.91,0.42
Andrena_flavipes_21691969_2,61.15,66.17,0.42
Bombus_cryptarum_80944011_2,3.58,3.58,0.42
Xylocopa_violacea_52257972_1,71.91,73.91,0.42
Osmia_bicolor_42231237_4,64.02,67.67,0.42
Halictus_scabiosae_37248088_1,73.11,73.26,0.42
Osmia_bicolor_71354231_1,81.31,81.38,0.42
Sphecodes_albilabris_91548756_1,75.59,77.29,0.42
Anthidium_manicatum_15116335_1,56.02,58.45,0.42
Andrena_bicolor_73604150_1,81.07,82.1,0.42
Andrena_haemorrhoa_14111_1,75.44,76.77,0.42
Bombus_terrestris_84151478_2,66.97,70.02,0.42
Anthidium_manicatum_12884737_1,77.11,78.7,0.42
Osmia_cornuta_21255723_1,60.59,60.5,0.42
Bombus_lucorum_19376729_1,75.45,79.33,0.42
Andrena_cineraria_22629869_1,78.18,77.94,0.42
Andrena_flavipes_41539403_1,80.28,88.54,0.42
Xylocopa_violacea_45357386_1,82.18,84.08,0.42
Bombus_terrestris_73606039_1,69.72,72.48,0.42
Andrena_bicolor_71455037_1,81.13,84.51,0.42
Andrena_cineraria_22815702_1,59.95,63.09,0.42
Bombus_magnus_45413919_1,1.86,1.12,0.42
Andrena_flavipes_46490574_2,82.19,84.81,0.42
Sphecodes_albilabris_7493442_1,80.59,81.94,0.42
Bombus_lapidarius_10311578_1,14.41,11.29,0.42
Bombus_hypnorum_24520633_1,63.91,64.75,0.42
Bombus_terrestris_105503334_1,76.35,76.34,0.42
Bombus_hypnorum_26374401_1,72.78,73.72,0.42
Anthophora_plumipes_22278677_1,78.09,79.59,0.42
Bombus_pascuorum_72354813_1,81.6,83.65,0.42
Osmia_cornuta_1337939_2,53.06,51.07,0.42
Andrena_haemorrhoa_22717076_1,46.01,57.42,0.42
Halictus_scabiosae_25963855_1,74.01,77.64,0.42
Osmia_cornuta_37786498_1,70.86,69.79,0.42
Bombus_pratorum_45382514_1,69.56,70.74,0.42
Andrena_flavipes_34350822_1,75.01,77.55,0.42
Bombus_lapidarius_13033915_2,64.21,63.47,0.45
Bombus_lucorum_22940892_1,74.28,74.06,0.45
Bombus_pascuorum_72171519_1,64.01,75.35,0.45
Anthophora_plumipes_9961245_2,58.37,68.46,0.45
Andrena_fulva_24828677_1,77.08,78.83,0.45
Anthophora_plumipes_22324179_1,59.17,60.68,0.45
Osmia_bicornis_21903342_2,60.02,59.13,0.45
Xylocopa_violacea_46017657_1,70.9,73.58,0.45
Bombus_magnus_39079115_2,77.45,84.59,0.45
Bombus_lapidarius_20671231_1,33.35,32.41,0.45
Andrena_flavipes_41163118_1,57.36,70.86,0.45
Osmia_bicolor_75321538_1,71.74,74.02,0.45
Bombus_hypnorum_24576528_1,68.62,75.24,0.45
Osmia_cornuta_38436809_1,81.78,81.65,0.45
Andrena_vaga_1388570_1,83.47,83.99,0.45
Bombus_sylvarum_83366949_1,64.38,73.53,0.45
Halictus_scabiosae_25515682_4,81.46,83.01,0.45
Bombus_pratorum_22805213_1,54.53,58.63,0.45
Dasypoda_hirtipes_58885156_3,78.67,79.29,0.45
Halictus_scabiosae_34952476_3,75.11,77.11,0.45
Andrena_cineraria_26105053_1,68.17,70.24,0.45
Bombus_terrestris_103795230_1,70.3,70.25,0.45
Andrena_fulva_21595621_1,69.29,71.06,0.45
Bombus_hypnorum_12977923_2,68.26,75.11,0.45
Bombus_pascuorum_72256802_4,51.76,61.23,0.45
Bombus_hortorum_13704449_1,70.45,74.84,0.45
Bombus_lapidarius_11862211_1,72.96,76.82,0.45
Bombus_hortorum_21561462_1,85.15,88.05,0.45
Xylocopa_violacea_51089272_1,75.84,79.4,0.45
Dasypoda_hirtipes_52024003_2,80.66,81.64,0.45
Bombus_cryptarum_47659644_3,79.05,78.43,0.45
Andrena_bicolor_44969462_3,36.66,59.69,0.45
Bombus_hypnorum_24985879_1,43.25,38.5,0.45
Andrena_vaga_58631661_1,67.46,76.12,0.45
Andrena_haemorrhoa_24504960_1,49.2,56.28,0.45
Bombus_magnus_39079115_3,68.04,78.33,0.45
Andrena_fulva_41617060_1,10.79,10.22,0.45
Sphecodes_albilabris_64193431_1,68.97,70.21,0.45
Bombus_cryptarum_41698591_1,79.65,81.17,0.45
Andrena_fulva_24609371_8,58.13,60.88,0.45
Andrena_flavipes_41352869_1,63.6,71.16,0.45
Dasypoda_hirtipes_52735331_1,68.08,75.06,0.45
Bombus_sylvarum_37675101_1,62.25,77.65,0.45
Bombus_lapidarius_21321179_1,60.58,63.99,0.45
Xylocopa_violacea_46206341_1,80.19,83.04,0.45
Bombus_cryptarum_78460011_1,77.4,81.68,0.45
Osmia_bicolor_72350654_1,71.44,70.28,0.45
Bombus_terrestris_74043828_2,81.29,84.22,0.45
Bombus_terrestris_99521073_3,80.72,83.2,0.45
Andrena_cineraria_26513851_1,61.1,67.19,0.45
Andrena_cineraria_26685621_1,59.57,64.57,0.45
Bombus_lucorum_28318177_1,68.74,68.11,0.45
Bombus_terrestris_60497898_1,73.96,77.58,0.45
Osmia_cornuta_32297539_1,73.17,72.28,0.45
Osmia_bicolor_74939891_1,68.1,67.25,0.45
Bombus_pascuorum_70929264_1,74.33,75.14,0.45
Osmia_bicolor_64685876_1,43.02,48.91,0.45
Andrena_cineraria_21955817_1,78.98,80.3,0.45
Bombus_cryptarum_78988844_3,63.09,60.52,0.45
Osmia_bicolor_41683713_1,69.29,70.3,0.45
Andrena_fulva_12361560_1,62.58,63.33,0.45
Andrena_fulva_41818494_1,73.63,73.11,0.45
Bombus_lucorum_27507339_2,73.32,80.01,0.45
Sphecodes_albilabris_70109535_1,61.78,60.85,0.45
Bombus_cryptarum_46815891_4,80.41,83.13,0.45
Bombus_pascuorum_72268323_1,80.19,85.32,0.45
Sphecodes_albilabris_72911566_1,67.69,69.64,0.45
Andrena_flavipes_41163118_2,66.39,72.96,0.45
Osmia_bicolor_64280818_1,65.29,69.45,0.45
Andrena_flavipes_10588940_1,80.82,81.58,0.45
Bombus_lucorum_25622353_1,68.76,73.86,0.45
Andrena_fulva_25334479_3,84.3,85.33,0.45
Bombus_pascuorum_70941355_2,72.38,76.6,0.45
Anthophora_plumipes_21256341_1,73.19,75.74,0.45
Bombus_hypnorum_24931873_3,16.8,16.11,0.45
Bombus_sylvarum_65340263_2,6.23,26.88,0.45
Andrena_cineraria_22695589_1,74.18,74.44,0.45
Sphecodes_albilabris_91835021_1,44.39,46.89,0.45
Dasypoda_hirtipes_45952052_1,74.45,75.96,0.45
Bombus_pratorum_26758586_1,72.98,74.36,0.45
Sphecodes_albilabris_3973294_1,68.22,66.61,0.45
Bombus_pascuorum_72339385_2,51.19,50.84,0.45
Anthidium_manicatum_1307808_1,67.48,77.65,0.45
Andrena_flavipes_42347630_4,52.05,57.97,0.45
Bombus_hortorum_44246574_1,65.18,67.91,0.45
Andrena_fulva_20802109_1,63.39,70.69,0.45
Sphecodes_albilabris_91120069_1,54.93,61.93,0.45
Bombus_terrestris_74078943_2,84.62,84.88,0.45
Bombus_pratorum_41296088_1,77.63,78.8,0.45
Bombus_lapidarius_21352151_1,84.46,84.56,0.45
Bombus_terrestris_71501078_5,82.03,82.41,0.45
Andrena_vaga_5819305_7,72.59,73.88,0.45
Bombus_sylvarum_37675104_2,76.52,77.31,0.45
Bombus_lucorum_26758784_1,72.57,76.17,0.45
Dasypoda_hirtipes_31538737_1,60.97,67.99,0.45
Bombus_magnus_45413919_2,48.39,45.5,0.45
Andrena_haemorrhoa_19902478_1,71.82,76.11,0.45
Dasypoda_hirtipes_14133120_2,66.99,73.84,0.45
Osmia_cornuta_557630_3,70.77,73.25,0.45
Osmia_bicornis_25948103_1,75.73,79.65,0.45
Bombus_lucorum_28600638_1,74.39,73.32,0.45
Andrena_fulva_24609371_4,69.56,68.38,0.45
Bombus_hortorum_14267038_1,73.21,72.51,0.45
Osmia_cornuta_21387335_1,1.78,1.92,0.45
Andrena_vaga_42150989_4,67.51,66.65,0.45
Bombus_hortorum_46398111_1,7.41,12.51,0.45
Bombus_cryptarum_76326107_2,79.66,79.16,0.45
Bombus_pratorum_42408550_1,79.96,83.38,0.45
Andrena_cineraria_25945586_1,73.3,75.81,0.45
Bombus_cryptarum_48407391_1,65.52,72.22,0.45
Bombus_pascuorum_68869085_1,77.51,82.51,0.45
Bombus_terrestris_70134534_1,76.0,80.44,0.45
Bombus_cryptarum_76250784_1,12.11,10.08,0.45
Andrena_haemorrhoa_24216792_1,75.09,76.29,0.45
Andrena_vaga_60931621_1,67.29,68.23,0.45
Sphecodes_albilabris_2910604_5,81.8,82.74,0.45
Bombus_hypnorum_26188914_1,80.8,82.11,0.45
Bombus_terrestris_55479040_4,3.83,8.37,0.45
Bombus_lucorum_26440505_1,37.67,34.69,0.45
Anthidium_manicatum_1104741_1,47.79,54.31,0.45
Osmia_bicornis_26068224_1,82.1,84.13,0.45
Bombus_hortorum_18018378_1,66.39,66.04,0.45
Andrena_bicolor_70513296_1,84.52,85.69,0.45
Bombus_terrestris_65128639_1,85.23,85.5,0.45
Sphecodes_albilabris_90861814_1,68.2,66.16,0.45
Sphecodes_albilabris_91198181_1,62.49,64.35,0.45
Andrena_flavipes_41679666_1,81.91,83.14,0.45
Bombus_magnus_39079115_1,73.17,82.23,0.45
Bombus_lucorum_28113036_1,70.97,74.12,0.45
Andrena_flavipes_6162634_1,74.89,76.65,0.45
Halictus_scabiosae_25515682_1,83.03,83.37,0.45
Andrena_vaga_37306991_3,73.0,73.79,0.45
Andrena_flavipes_45372205_1,79.87,79.77,0.45
Andrena_flavipes_27154685_1,51.22,55.33,0.45
Osmia_cornuta_1361305_1,75.84,79.24,0.45
Andrena_haemorrhoa_9643707_1,76.61,77.05,0.45
Bombus_pratorum_21782729_3,71.17,71.61,0.45
Bombus_lucorum_14054307_1,75.96,78.68,0.45
Andrena_haemorrhoa_2991977_1,32.85,51.92,0.45
Bombus_pascuorum_70948738_1,68.69,72.36,0.45
Bombus_lucorum_27773349_1,78.47,80.49,0.45
Bombus_hortorum_19170168_1,74.82,78.37,0.45
Andrena_haemorrhoa_9643146_1,81.59,86.03,0.45
Andrena_vaga_35333363_3,68.99,77.31,0.45
Andrena_fulva_21005375_1,47.09,50.68,0.45
Sphecodes_albilabris_63338779_1,70.85,72.85,0.45
Osmia_cornuta_19906005_1,74.87,78.38,0.45
Bombus_hortorum_46358885_2,74.02,76.07,0.45
Dasypoda_hirtipes_52138066_1,70.65,70.39,0.45
Anthophora_plumipes_10726165_1,59.32,63.82,0.45
Halictus_scabiosae_29429207_1,65.91,68.2,0.45
Andrena_haemorrhoa_12510924_1,72.36,71.8,0.45
Osmia_bicornis_21870398_1,82.77,84.24,0.45
Anthidium_manicatum_11549080_1,76.77,77.36,0.45
Bombus_terrestris_80764295_1,67.05,71.31,0.45
Andrena_flavipes_40832925_4,82.62,83.15,0.45
Andrena_bicolor_71937223_1,81.69,84.25,0.45
Bombus_lapidarius_25721016_1,13.09,12.12,0.45
Xylocopa_violacea_50532223_1,78.81,78.59,0.45
Osmia_bicornis_25868817_1,55.5,62.19,0.45
Andrena_bicolor_72038338_1,71.76,72.46,0.45
Andrena_fulva_41693281_1,73.53,72.92,0.45
Sphecodes_albilabris_67712830_1,69.75,76.54,0.45
Xylocopa_violacea_46154360_1,76.36,76.87,0.45
Andrena_haemorrhoa_12277590_1,82.49,86.75,0.45
Bombus_pascuorum_68871103_4,76.6,77.68,0.45
Andrena_bicolor_71705678_2,81.59,81.99,0.45
Osmia_cornuta_21049270_1,12.13,14.59,0.45
Bombus_hortorum_13893322_2,76.53,75.7,0.45
Bombus_cryptarum_79887126_2,51.53,57.28,0.45
Osmia_cornuta_40086158_1,71.78,72.25,0.45
Bombus_pascuorum_70829784_4,74.97,83.19,0.45
Bombus_pratorum_41559252_4,83.24,84.74,0.45
Anthidium_manicatum_6970356_3,69.01,67.63,0.45
Bombus_sylvarum_81211106_2,65.1,69.27,0.45
Anthophora_plumipes_3022507_2,74.43,77.4,0.45
Anthophora_plumipes_22412797_2,69.25,68.07,0.45
Osmia_bicornis_22653557_1,74.84,74.48,0.45
Osmia_bicolor_26049504_1,67.43,66.92,0.45
Andrena_bicolor_70836009_1,69.8,76.83,0.45
Bombus_lucorum_24301194_2,64.6,69.74,0.45
Halictus_scabiosae_28435023_1,79.58,81.26,0.45
Osmia_cornuta_21025210_2,84.77,88.39,0.45
Anthophora_plumipes_5388756_2,75.43,77.08,0.45
Dasypoda_hirtipes_28868578_1,77.17,78.33,0.45
Andrena_vaga_37306991_6,71.32,74.2,0.45
Anthidium_manicatum_15027502_1,80.38,82.72,0.45
Bombus_pascuorum_70941526_2,69.16,79.4,0.45
Bombus_sylvarum_82593993_3,78.7,78.13,0.45
Halictus_scabiosae_30353670_1,63.87,63.38,0.45
Andrena_flavipes_5795371_3,68.08,77.24,0.45
Bombus_pratorum_41451607_1,12.75,12.22,0.45
Andrena_fulva_21101578_1,59.77,63.45,0.45
Bombus_sylvarum_82818807_4,50.63,54.37,0.45
Andrena_cineraria_40871954_2,64.96,71.64,0.45
Andrena_haemorrhoa_608715_5,76.76,77.23,0.45
Bombus_pascuorum_70679427_1,73.47,77.89,0.45
Anthophora_plumipes_21775963_1,77.6,79.38,0.45
Anthidium_manicatum_1945473_1,81.63,83.99,0.45
Bombus_pascuorum_72171062_1,65.12,66.81,0.45
