filename,IOU,AP,threshold
Bombus_lapidarius_13033915_2,63.07,62.76,0.2
Bombus_lucorum_22940892_1,75.1,74.54,0.2
Bombus_pascuorum_72171519_1,79.1,83.47,0.2
Anthophora_plumipes_9961245_2,72.78,76.2,0.2
Andrena_fulva_24828677_1,82.54,82.57,0.2
Anthophora_plumipes_22324179_1,41.84,38.97,0.2
Osmia_bicornis_21903342_2,51.75,51.66,0.2
Xylocopa_violacea_46017657_1,79.44,79.54,0.2
Bombus_magnus_39079115_2,86.08,89.19,0.2
Bombus_lapidarius_20671231_1,32.2,31.65,0.2
Andrena_flavipes_41163118_1,77.7,82.37,0.2
Osmia_bicolor_75321538_1,79.07,79.15,0.2
Bombus_hypnorum_24576528_1,74.51,76.33,0.2
Osmia_cornuta_38436809_1,66.53,66.24,0.2
Andrena_vaga_1388570_1,77.73,77.55,0.2
Bombus_sylvarum_83366949_1,81.67,85.28,0.2
Halictus_scabiosae_25515682_4,81.54,81.7,0.2
Bombus_pratorum_22805213_1,67.51,68.07,0.2
Dasypoda_hirtipes_58885156_3,81.55,81.32,0.2
Halictus_scabiosae_34952476_3,79.12,79.2,0.2
Andrena_cineraria_26105053_1,68.19,68.01,0.2
Bombus_terrestris_103795230_1,74.32,73.68,0.2
Andrena_fulva_21595621_1,81.48,81.36,0.2
Bombus_hypnorum_12977923_2,75.56,79.46,0.2
Bombus_pascuorum_72256802_4,70.87,75.53,0.2
Bombus_hortorum_13704449_1,72.51,73.04,0.2
Bombus_lapidarius_11862211_1,83.5,84.98,0.2
Bombus_hortorum_21561462_1,89.1,90.19,0.2
Xylocopa_violacea_51089272_1,83.03,83.86,0.2
Dasypoda_hirtipes_52024003_2,81.01,80.81,0.2
Bombus_cryptarum_47659644_3,69.57,69.15,0.2
Andrena_bicolor_44969462_3,55.23,70.29,0.2
Bombus_hypnorum_24985879_1,28.73,27.09,0.2
Andrena_vaga_58631661_1,82.18,85.24,0.2
Andrena_haemorrhoa_24504960_1,65.55,66.63,0.2
Bombus_magnus_39079115_3,84.06,87.55,0.2
Andrena_fulva_41617060_1,9.32,9.26,0.2
Sphecodes_albilabris_64193431_1,80.03,79.59,0.2
Bombus_cryptarum_41698591_1,83.5,83.61,0.2
Andrena_fulva_24609371_8,82.1,81.97,0.2
Andrena_flavipes_41352869_1,75.97,77.9,0.2
Dasypoda_hirtipes_52735331_1,79.83,82.71,0.2
Bombus_sylvarum_37675101_1,87.12,91.25,0.2
Bombus_lapidarius_21321179_1,73.92,74.8,0.2
Xylocopa_violacea_46206341_1,85.1,85.58,0.2
Bombus_cryptarum_78460011_1,84.56,85.85,0.2
Osmia_bicolor_72350654_1,62.62,61.91,0.2
Bombus_terrestris_74043828_2,82.39,83.02,0.2
Bombus_terrestris_99521073_3,24.45,24.49,0.2
Andrena_cineraria_26513851_1,80.35,80.64,0.2
Andrena_cineraria_26685621_1,78.59,78.81,0.2
Bombus_lucorum_28318177_1,75.43,74.49,0.2
Bombus_terrestris_60497898_1,81.49,83.12,0.2
Osmia_cornuta_32297539_1,67.44,66.64,0.2
Osmia_bicolor_74939891_1,53.16,51.47,0.2
Bombus_pascuorum_70929264_1,64.64,63.69,0.2
Osmia_bicolor_64685876_1,66.4,67.03,0.2
Andrena_cineraria_21955817_1,79.59,79.54,0.2
Bombus_cryptarum_78988844_3,57.36,56.92,0.2
Osmia_bicolor_41683713_1,73.43,72.81,0.2
Andrena_fulva_12361560_1,68.74,67.32,0.2
Andrena_fulva_41818494_1,58.79,58.06,0.2
Bombus_lucorum_27507339_2,80.43,82.63,0.2
Sphecodes_albilabris_70109535_1,34.22,32.16,0.2
Bombus_cryptarum_46815891_4,54.69,54.7,0.2
Bombus_pascuorum_72268323_1,89.01,90.43,0.2
Sphecodes_albilabris_72911566_1,74.67,74.45,0.2
Andrena_flavipes_41163118_2,81.76,82.65,0.2
Osmia_bicolor_64280818_1,78.84,79.57,0.2
Andrena_flavipes_10588940_1,69.54,69.45,0.2
Bombus_lucorum_25622353_1,77.76,79.03,0.2
Andrena_fulva_25334479_3,81.83,81.81,0.2
Bombus_pascuorum_70941355_2,79.98,81.08,0.2
Anthophora_plumipes_21256341_1,75.74,75.73,0.2
Bombus_hypnorum_24931873_3,16.4,16.37,0.2
Bombus_sylvarum_65340263_2,18.89,25.52,0.2
Andrena_cineraria_22695589_1,74.18,73.84,0.2
Sphecodes_albilabris_91835021_1,66.28,65.07,0.2
Dasypoda_hirtipes_45952052_1,80.37,80.21,0.2
Bombus_pratorum_26758586_1,80.98,80.86,0.2
Sphecodes_albilabris_3973294_1,34.56,34.51,0.2
Bombus_pascuorum_72339385_2,63.65,62.08,0.2
Anthidium_manicatum_1307808_1,75.86,78.47,0.2
Andrena_flavipes_42347630_4,66.55,67.93,0.2
Bombus_hortorum_44246574_1,75.82,75.82,0.2
Andrena_fulva_20802109_1,81.33,82.64,0.2
Sphecodes_albilabris_91120069_1,72.06,72.53,0.2
Bombus_terrestris_74078943_2,78.35,78.27,0.2
Bombus_pratorum_41296088_1,81.79,81.85,0.2
Bombus_lapidarius_21352151_1,76.08,75.97,0.2
Bombus_terrestris_71501078_5,79.38,79.14,0.2
Andrena_vaga_5819305_7,70.01,69.63,0.2
Bombus_sylvarum_37675104_2,71.81,71.38,0.2
Bombus_lucorum_26758784_1,81.45,82.6,0.2
Dasypoda_hirtipes_31538737_1,76.06,78.17,0.2
Bombus_magnus_45413919_2,56.28,52.86,0.2
Andrena_haemorrhoa_19902478_1,81.77,82.7,0.2
Dasypoda_hirtipes_14133120_2,74.87,78.0,0.2
Osmia_cornuta_557630_3,66.86,66.34,0.2
Osmia_bicornis_25948103_1,81.86,82.66,0.2
Bombus_lucorum_28600638_1,54.42,54.07,0.2
Andrena_fulva_24609371_4,64.04,63.39,0.2
Bombus_hortorum_14267038_1,40.82,39.43,0.2
Osmia_cornuta_21387335_1,2.07,2.11,0.2
Andrena_vaga_42150989_4,71.87,71.0,0.2
Bombus_hortorum_46398111_1,12.32,13.62,0.2
Bombus_cryptarum_76326107_2,59.29,58.99,0.2
Bombus_pratorum_42408550_1,82.34,83.21,0.2
Andrena_cineraria_25945586_1,82.22,82.75,0.2
Bombus_cryptarum_48407391_1,81.25,82.62,0.2
Bombus_pascuorum_68869085_1,80.25,81.34,0.2
Bombus_terrestris_70134534_1,81.35,83.23,0.2
Bombus_cryptarum_76250784_1,10.14,9.76,0.2
Andrena_haemorrhoa_24216792_1,71.44,71.28,0.2
Andrena_vaga_60931621_1,71.03,70.16,0.2
Sphecodes_albilabris_2910604_5,77.85,77.7,0.2
Bombus_hypnorum_26188914_1,83.56,83.56,0.2
Bombus_terrestris_55479040_4,3.68,8.07,0.2
Bombus_lucorum_26440505_1,37.69,37.24,0.2
Anthidium_manicatum_1104741_1,75.06,76.11,0.2
Osmia_bicornis_26068224_1,77.75,77.86,0.2
Bombus_hortorum_18018378_1,67.53,66.25,0.2
Andrena_bicolor_70513296_1,80.05,80.15,0.2
Bombus_terrestris_65128639_1,80.6,80.47,0.2
Sphecodes_albilabris_90861814_1,51.9,50.89,0.2
Sphecodes_albilabris_91198181_1,71.67,71.21,0.2
Andrena_flavipes_41679666_1,80.74,80.69,0.2
Bombus_magnus_39079115_1,85.96,88.61,0.2
Bombus_lucorum_28113036_1,79.58,80.47,0.2
Andrena_flavipes_6162634_1,81.11,81.21,0.2
Halictus_scabiosae_25515682_1,79.53,79.43,0.2
Andrena_vaga_37306991_3,76.28,76.01,0.2
Andrena_flavipes_45372205_1,76.31,76.05,0.2
Andrena_flavipes_27154685_1,71.04,72.02,0.2
Osmia_cornuta_1361305_1,85.43,85.93,0.2
Andrena_haemorrhoa_9643707_1,76.59,76.35,0.2
Bombus_pratorum_21782729_3,75.39,74.81,0.2
Bombus_lucorum_14054307_1,80.62,80.75,0.2
Andrena_haemorrhoa_2991977_1,51.39,64.56,0.2
Bombus_pascuorum_70948738_1,81.75,82.66,0.2
Bombus_lucorum_27773349_1,77.75,78.02,0.2
Bombus_hortorum_19170168_1,75.14,75.32,0.2
Andrena_haemorrhoa_9643146_1,87.79,88.9,0.2
Andrena_vaga_35333363_3,87.03,89.16,0.2
Andrena_fulva_21005375_1,60.69,59.21,0.2
Sphecodes_albilabris_63338779_1,78.82,78.95,0.2
Osmia_cornuta_19906005_1,84.48,84.95,0.2
Bombus_hortorum_46358885_2,79.77,80.08,0.2
Dasypoda_hirtipes_52138066_1,74.15,73.3,0.2
Anthophora_plumipes_10726165_1,70.22,70.71,0.2
Halictus_scabiosae_29429207_1,78.52,78.48,0.2
Andrena_haemorrhoa_12510924_1,65.98,65.25,0.2
Osmia_bicornis_21870398_1,78.71,78.75,0.2
Anthidium_manicatum_11549080_1,75.88,75.33,0.2
Bombus_terrestris_80764295_1,72.38,72.19,0.2
Andrena_flavipes_40832925_4,60.03,59.82,0.2
Andrena_bicolor_71937223_1,84.14,84.33,0.2
Bombus_lapidarius_25721016_1,8.73,8.66,0.2
Xylocopa_violacea_50532223_1,63.02,62.28,0.2
Osmia_bicornis_25868817_1,74.64,77.11,0.2
Andrena_bicolor_72038338_1,72.77,72.23,0.2
Andrena_fulva_41693281_1,67.92,67.48,0.2
Sphecodes_albilabris_67712830_1,81.7,83.12,0.2
Xylocopa_violacea_46154360_1,68.38,67.72,0.2
Andrena_haemorrhoa_12277590_1,86.85,87.65,0.2
Bombus_pascuorum_68871103_4,80.65,80.41,0.2
Andrena_bicolor_71705678_2,73.23,73.13,0.2
Osmia_cornuta_21049270_1,14.66,15.72,0.2
Bombus_hortorum_13893322_2,65.2,64.5,0.2
Bombus_cryptarum_79887126_2,67.66,69.68,0.2
Osmia_cornuta_40086158_1,71.57,71.04,0.2
Bombus_pascuorum_70829784_4,83.27,85.94,0.2
Bombus_pratorum_41559252_4,84.76,84.89,0.2
Anthidium_manicatum_6970356_3,58.91,58.67,0.2
Bombus_sylvarum_81211106_2,80.62,81.89,0.2
Anthophora_plumipes_3022507_2,83.62,84.1,0.2
Anthophora_plumipes_22412797_2,38.62,37.5,0.2
Osmia_bicornis_22653557_1,74.36,73.71,0.2
Osmia_bicolor_26049504_1,65.43,64.41,0.2
Andrena_bicolor_70836009_1,84.38,85.91,0.2
Bombus_lucorum_24301194_2,71.07,72.78,0.2
Halictus_scabiosae_28435023_1,84.46,84.47,0.2
Osmia_cornuta_21025210_2,86.3,86.95,0.2
Anthophora_plumipes_5388756_2,78.47,78.4,0.2
Dasypoda_hirtipes_28868578_1,39.53,39.08,0.2
Andrena_vaga_37306991_6,79.15,79.41,0.2
Anthidium_manicatum_15027502_1,75.04,75.05,0.2
Bombus_pascuorum_70941526_2,83.89,88.6,0.2
Bombus_sylvarum_82593993_3,70.26,69.78,0.2
Halictus_scabiosae_30353670_1,71.24,69.69,0.2
Andrena_flavipes_5795371_3,84.19,87.25,0.2
Bombus_pratorum_41451607_1,10.81,10.75,0.2
Andrena_fulva_21101578_1,70.22,69.63,0.2
Bombus_sylvarum_82818807_4,59.99,60.84,0.2
Andrena_cineraria_40871954_2,79.99,82.58,0.2
Andrena_haemorrhoa_608715_5,75.15,74.67,0.2
Bombus_pascuorum_70679427_1,85.17,86.73,0.2
Anthophora_plumipes_21775963_1,77.6,77.6,0.2
Anthidium_manicatum_1945473_1,83.61,83.78,0.2
Bombus_pascuorum_72171062_1,76.21,76.01,0.2
Anthidium_manicatum_1304981_2,85.35,86.94,0.2
Bombus_hypnorum_26238749_1,78.1,82.03,0.2
Bombus_lapidarius_12834390_1,88.22,88.78,0.2
Osmia_bicornis_26008683_2,59.7,59.49,0.2
Andrena_fulva_16591072_1,70.08,69.82,0.2
Bombus_terrestris_89339556_1,83.8,84.37,0.2
Andrena_cineraria_22035971_5,79.5,80.43,0.2
Anthidium_manicatum_12884662_2,85.89,86.29,0.2
Andrena_cineraria_19902477_1,77.54,77.85,0.2
Halictus_scabiosae_27562307_1,4.02,4.81,0.2
Osmia_cornuta_1281136_1,73.54,73.92,0.2
Halictus_scabiosae_30643619_1,78.89,78.98,0.2
Bombus_cryptarum_76326107_1,0.38,0.69,0.2
Sphecodes_albilabris_90548728_1,71.59,70.6,0.2
Andrena_haemorrhoa_23621511_1,75.99,75.77,0.2
Bombus_hypnorum_13810150_1,3.62,3.59,0.2
Andrena_cineraria_39926319_1,67.33,67.3,0.2
Anthophora_plumipes_20508136_2,55.47,53.56,0.2
Osmia_bicornis_26790225_2,61.08,60.12,0.2
Bombus_cryptarum_47213984_1,20.11,19.75,0.2
Bombus_hortorum_45581548_2,71.62,71.37,0.2
Andrena_fulva_24599687_1,77.86,77.8,0.2
Andrena_fulva_24372320_1,64.52,64.29,0.2
Bombus_pratorum_26922091_1,62.46,60.92,0.2
Halictus_scabiosae_25696041_1,83.47,83.55,0.2
Xylocopa_violacea_52779990_1,69.78,69.54,0.2
Anthophora_plumipes_11795456_2,77.23,76.74,0.2
Bombus_lapidarius_21671909_1,86.24,86.42,0.2
Bombus_lapidarius_11314802_1,64.59,63.46,0.2
Andrena_haemorrhoa_22698467_1,78.43,78.45,0.2
Dasypoda_hirtipes_14252544_2,85.89,87.43,0.2
Bombus_pascuorum_70875661_2,64.08,64.01,0.2
Bombus_pratorum_20418017_1,57.43,56.92,0.2
Andrena_vaga_22777403_4,76.86,81.8,0.2
Dasypoda_hirtipes_29721943_1,81.01,81.19,0.2
Anthophora_plumipes_54213_2,68.49,68.13,0.2
Dasypoda_hirtipes_49001728_1,76.07,76.0,0.2
Bombus_sylvarum_82007257_2,86.96,87.83,0.2
Bombus_lucorum_28496644_1,73.89,75.67,0.2
Dasypoda_hirtipes_58496989_7,85.04,85.88,0.2
Andrena_haemorrhoa_23477102_1,79.91,79.74,0.2
Xylocopa_violacea_46795520_1,83.22,83.19,0.2
Osmia_bicornis_22624419_3,78.83,78.85,0.2
Andrena_vaga_5818745_1,80.12,80.63,0.2
Bombus_pascuorum_68871899_1,68.54,68.39,0.2
Osmia_bicolor_69371662_1,54.61,54.4,0.2
Bombus_hypnorum_13289013_1,77.4,77.13,0.2
Bombus_hortorum_44762812_7,0.0,2.2,0.2
Anthophora_plumipes_11218942_1,52.69,52.29,0.2
Osmia_bicornis_22324226_1,68.46,66.97,0.2
Andrena_cineraria_25017166_1,80.88,80.75,0.2
Osmia_cornuta_37551380_1,60.83,59.25,0.2
Bombus_magnus_103805267_1,79.01,78.63,0.2
Bombus_lucorum_14174051_1,81.38,82.46,0.2
Andrena_flavipes_11582465_2,77.27,79.21,0.2
Andrena_bicolor_79129088_1,80.44,81.53,0.2
Osmia_bicornis_22508346_1,78.96,78.94,0.2
Bombus_lapidarius_25473026_2,82.84,83.41,0.2
Andrena_flavipes_49010486_1,79.29,79.29,0.2
Anthidium_manicatum_7135090_1,84.86,87.19,0.2
Osmia_bicornis_25898951_1,63.73,63.48,0.2
Bombus_terrestris_73955526_3,84.53,86.9,0.2
Osmia_cornuta_16925489_1,80.15,81.38,0.2
Andrena_cineraria_22511030_1,73.99,76.7,0.2
Andrena_vaga_43421212_1,75.84,77.97,0.2
Osmia_cornuta_21257717_1,80.01,80.7,0.2
Bombus_hortorum_46868324_2,84.83,84.87,0.2
Osmia_bicornis_26740351_1,81.31,81.49,0.2
Bombus_pratorum_26982465_2,74.65,74.3,0.2
Andrena_vaga_2973508_1,85.94,87.34,0.2
Anthidium_manicatum_7119328_1,87.17,87.72,0.2
Halictus_scabiosae_28351682_1,74.65,74.52,0.2
Anthophora_plumipes_3073748_3,63.4,62.98,0.2
Bombus_lucorum_19119185_1,87.79,88.62,0.2
Bombus_pascuorum_68451976_1,78.66,78.77,0.2
Andrena_vaga_42477858_1,70.94,71.73,0.2
Osmia_bicolor_67457174_1,78.78,81.21,0.2
Osmia_bicolor_10142201_2,72.5,72.03,0.2
Anthophora_plumipes_21962130_2,84.15,87.54,0.2
Andrena_flavipes_41988017_3,77.55,77.69,0.2
Anthidium_manicatum_13181104_3,85.08,85.18,0.2
Andrena_vaga_18727660_2,74.65,74.6,0.2
Osmia_bicolor_42379160_1,65.87,65.32,0.2
Bombus_pascuorum_68871579_1,86.89,87.24,0.2
Dasypoda_hirtipes_28510639_1,71.87,72.77,0.2
Bombus_hypnorum_14006535_3,74.59,74.33,0.2
Bombus_hypnorum_24935578_1,73.94,73.5,0.2
Xylocopa_violacea_45952352_1,79.73,79.51,0.2
Bombus_cryptarum_45028082_1,79.56,79.16,0.2
Bombus_cryptarum_79105964_1,25.8,23.77,0.2
Bombus_lucorum_28170617_1,82.85,82.88,0.2
Andrena_haemorrhoa_5464071_2,83.33,84.0,0.2
Halictus_scabiosae_32545144_3,85.52,86.31,0.2
Bombus_terrestris_100994993_8,55.01,54.04,0.2
Bombus_cryptarum_49676994_1,84.8,84.75,0.2
Osmia_bicolor_75069621_1,80.39,80.35,0.2
Sphecodes_albilabris_65329867_1,78.73,79.28,0.2
Sphecodes_albilabris_69472382_1,79.36,79.29,0.2
Osmia_cornuta_2628045_1,78.81,78.55,0.2
Halictus_scabiosae_29962716_1,83.48,86.39,0.2
Bombus_sylvarum_80478346_1,76.92,77.2,0.2
Bombus_pascuorum_72382147_1,54.21,52.49,0.2
Bombus_lapidarius_25510863_1,75.69,75.92,0.2
Bombus_hortorum_46057012_1,83.75,84.04,0.2
Bombus_lapidarius_20753117_1,63.37,61.92,0.2
Xylocopa_violacea_46283020_1,57.41,56.82,0.2
Bombus_cryptarum_80254286_1,78.43,78.22,0.2
Andrena_vaga_5374664_2,72.16,71.49,0.2
Bombus_pratorum_41608694_1,72.4,71.63,0.2
Bombus_terrestris_92434009_1,52.0,51.49,0.2
Andrena_vaga_21089241_1,73.52,73.13,0.2
Andrena_flavipes_41539403_2,69.94,71.56,0.2
Bombus_pratorum_21313988_1,83.07,83.17,0.2
Bombus_hortorum_21022147_1,68.09,67.16,0.2
Andrena_fulva_21384034_1,81.94,81.99,0.2
Andrena_haemorrhoa_61765_1,58.34,58.28,0.2
Bombus_cryptarum_48743165_1,78.73,79.58,0.2
Andrena_fulva_24688152_1,74.66,76.76,0.2
Dasypoda_hirtipes_56857444_1,68.57,67.36,0.2
Andrena_bicolor_97033019_2,59.65,57.23,0.2
Anthidium_manicatum_14902663_3,75.66,78.06,0.2
Anthidium_manicatum_13096001_3,74.62,74.38,0.2
Bombus_terrestris_57534468_2,86.4,87.57,0.2
Xylocopa_violacea_45406832_1,4.39,4.34,0.2
Bombus_hortorum_17527115_1,85.5,86.04,0.2
Bombus_pascuorum_68508958_1,79.19,80.08,0.2
Xylocopa_violacea_46816983_1,83.04,83.39,0.2
Andrena_fulva_24772230_1,78.08,78.2,0.2
Bombus_sylvarum_81675348_1,82.45,84.0,0.2
Dasypoda_hirtipes_13198508_1,47.2,46.83,0.2
Dasypoda_hirtipes_58175075_4,77.23,77.1,0.2
Bombus_terrestris_96626082_7,78.08,77.82,0.2
Andrena_fulva_16957084_1,75.75,75.3,0.2
Bombus_pascuorum_72288448_2,41.06,40.38,0.2
Dasypoda_hirtipes_28661860_2,83.36,83.49,0.2
Bombus_hypnorum_13333567_1,83.89,83.91,0.2
Andrena_flavipes_39887580_1,82.34,83.75,0.2
Andrena_cineraria_23012503_1,79.81,79.63,0.2
Andrena_bicolor_21421764_3,89.07,90.19,0.2
Osmia_cornuta_20751065_2,82.16,82.18,0.2
Bombus_sylvarum_58635653_1,86.14,86.95,0.2
Bombus_lucorum_26390060_3,83.69,83.79,0.2
Andrena_bicolor_84691158_2,72.87,72.62,0.2
Osmia_cornuta_33981412_1,69.85,69.64,0.2
Osmia_cornuta_40126348_1,79.91,80.31,0.2
Bombus_hypnorum_26240005_1,80.06,80.03,0.2
Bombus_pratorum_45317175_1,65.34,65.07,0.2
Andrena_cineraria_28880021_1,67.68,66.91,0.2
Bombus_cryptarum_77535576_2,6.5,6.73,0.2
Bombus_sylvarum_81920012_1,88.1,90.87,0.2
Andrena_vaga_42454175_1,67.26,65.84,0.2
Dasypoda_hirtipes_57995775_2,89.87,91.42,0.2
Bombus_hypnorum_24746085_2,74.91,74.68,0.2
Andrena_bicolor_44969462_1,85.77,86.6,0.2
Bombus_pascuorum_68871103_1,70.65,70.15,0.2
Bombus_cryptarum_45988910_1,75.22,75.98,0.2
Dasypoda_hirtipes_49552424_2,46.65,46.5,0.2
Andrena_bicolor_44969462_9,84.26,86.68,0.2
Bombus_pratorum_22708182_1,30.88,30.62,0.2
Anthidium_manicatum_12404004_3,80.26,80.59,0.2
Osmia_cornuta_11201351_1,79.81,81.4,0.2
Anthidium_manicatum_1304981_1,87.35,88.3,0.2
Osmia_bicolor_38178957_6,84.55,87.62,0.2
Andrena_haemorrhoa_5553657_1,76.41,77.31,0.2
Bombus_hortorum_45781462_1,73.68,72.9,0.2
Anthidium_manicatum_857127_1,80.25,81.07,0.2
Andrena_fulva_24609371_1,72.9,72.6,0.2
Anthophora_plumipes_5374660_1,75.08,74.62,0.2
Bombus_hypnorum_24581894_1,85.43,85.95,0.2
Andrena_vaga_62048291_1,77.15,77.27,0.2
Osmia_bicornis_22602823_1,47.97,46.07,0.2
Bombus_lucorum_28072389_1,75.9,76.3,0.2
Bombus_hortorum_6702500_1,57.81,57.69,0.2
Sphecodes_albilabris_90357348_1,79.06,78.71,0.2
Andrena_cineraria_26065975_1,83.75,84.43,0.2
Bombus_sylvarum_60553957_1,72.1,70.91,0.2
Sphecodes_albilabris_69609449_1,77.23,80.87,0.2
Anthidium_manicatum_6804945_1,79.09,82.59,0.2
Andrena_fulva_24659618_4,80.68,80.43,0.2
Osmia_bicolor_42795747_1,66.07,67.02,0.2
Andrena_haemorrhoa_18445954_1,74.89,74.5,0.2
Andrena_haemorrhoa_22954837_1,76.42,81.33,0.2
Bombus_lucorum_24301194_1,77.29,78.42,0.2
Andrena_vaga_10231437_3,83.1,84.12,0.2
Bombus_pratorum_42398547_1,79.23,79.74,0.2
Bombus_hypnorum_14006535_2,79.3,79.11,0.2
Xylocopa_violacea_53072790_1,72.46,71.58,0.2
Bombus_lucorum_9419833_1,83.99,83.98,0.2
Dasypoda_hirtipes_29135525_2,67.85,67.87,0.2
Andrena_bicolor_39748872_6,80.17,84.77,0.2
Halictus_scabiosae_30086116_1,81.72,83.6,0.2
Sphecodes_albilabris_22291515_1,66.34,66.19,0.2
Xylocopa_violacea_45461022_1,74.16,75.42,0.2
Bombus_lapidarius_9991932_1,70.81,72.75,0.2
Bombus_hortorum_18371744_1,72.66,72.97,0.2
Andrena_cineraria_24688135_1,76.16,77.49,0.2
Bombus_terrestris_50780653_1,84.2,84.65,0.2
Bombus_sylvarum_79943600_1,83.9,85.5,0.2
Andrena_haemorrhoa_22149444_1,82.13,84.77,0.2
Osmia_bicornis_21203276_2,69.95,69.56,0.2
Sphecodes_albilabris_73646900_2,58.39,55.91,0.2
Bombus_hortorum_8403530_2,70.55,69.85,0.2
Bombus_sylvarum_78120926_1,27.74,26.83,0.2
Bombus_pascuorum_72272761_1,78.14,78.47,0.2
Andrena_flavipes_41517541_2,82.67,82.93,0.2
Andrena_flavipes_40743063_1,72.72,75.54,0.2
Andrena_flavipes_41645266_1,81.69,84.47,0.2
Bombus_lapidarius_20726667_1,78.06,77.46,0.2
Dasypoda_hirtipes_45600881_1,79.02,79.53,0.2
Bombus_pratorum_27567595_1,5.09,6.74,0.2
Anthophora_plumipes_9402304_1,52.45,52.0,0.2
Bombus_pascuorum_70675892_2,78.01,78.34,0.2
Andrena_fulva_41690279_1,82.78,85.38,0.2
Andrena_vaga_22464711_1,82.96,83.15,0.2
Bombus_pratorum_27076813_1,82.23,84.33,0.2
Xylocopa_violacea_52292694_2,84.56,85.25,0.2
Bombus_hypnorum_26355278_1,83.91,84.37,0.2
Andrena_haemorrhoa_22510325_1,77.34,77.18,0.2
Andrena_fulva_24953801_1,14.27,14.22,0.2
Andrena_cineraria_41305528_1,75.44,75.09,0.2
Bombus_sylvarum_82068850_1,79.88,80.51,0.2
Halictus_scabiosae_29927466_1,80.81,80.68,0.2
Halictus_scabiosae_30796477_2,81.72,82.16,0.2
Anthophora_plumipes_5525688_1,70.11,69.92,0.2
Bombus_cryptarum_83092852_1,79.52,79.55,0.2
Bombus_lapidarius_25256637_1,78.95,78.43,0.2
Andrena_flavipes_45074705_1,85.79,86.04,0.2
Halictus_scabiosae_33086382_1,69.83,69.38,0.2
Andrena_haemorrhoa_9257626_1,83.54,83.67,0.2
Osmia_cornuta_557630_4,51.32,51.31,0.2
Anthophora_plumipes_12191275_1,73.13,73.13,0.2
Andrena_flavipes_5795371_1,82.85,82.96,0.2
Sphecodes_albilabris_69270813_1,66.48,64.75,0.2
Osmia_bicolor_42329601_1,72.59,71.52,0.2
Bombus_pratorum_26971945_1,87.27,88.66,0.2
Osmia_bicornis_26401872_1,83.92,84.75,0.2
Bombus_pascuorum_70829784_1,79.3,81.91,0.2
Anthophora_plumipes_21870754_1,88.66,90.19,0.2
Halictus_scabiosae_36269381_1,57.93,56.6,0.2
Sphecodes_albilabris_21297069_1,76.69,77.96,0.2
Andrena_cineraria_25076335_1,66.51,69.22,0.2
Osmia_bicolor_66131327_1,66.42,64.84,0.2
Andrena_bicolor_42078638_1,71.45,71.55,0.2
Bombus_lapidarius_11415085_1,80.05,79.96,0.2
Osmia_bicolor_27561083_1,80.06,80.75,0.2
Bombus_pratorum_45359905_1,80.76,81.58,0.2
Osmia_cornuta_40122155_1,65.98,64.89,0.2
Andrena_cineraria_25233849_2,3.77,3.86,0.2
Dasypoda_hirtipes_52498715_1,67.64,66.88,0.2
Osmia_bicornis_25898050_2,84.66,85.75,0.2
Anthophora_plumipes_53267_2,58.96,58.92,0.2
Anthophora_plumipes_19552427_2,64.69,64.19,0.2
Bombus_cryptarum_78899618_1,24.43,23.46,0.2
Andrena_flavipes_22781308_1,73.2,73.93,0.2
Bombus_sylvarum_36920709_1,86.72,89.27,0.2
Anthophora_plumipes_12045004_1,82.07,81.86,0.2
Andrena_bicolor_66007245_1,77.25,77.7,0.2
Andrena_vaga_40177902_2,81.64,81.57,0.2
Dasypoda_hirtipes_50866693_1,79.47,79.41,0.2
Osmia_bicolor_38799279_2,78.35,82.54,0.2
Osmia_bicornis_26708422_1,79.17,78.68,0.2
Sphecodes_albilabris_14836047_3,78.94,78.83,0.2
Bombus_cryptarum_80153097_3,80.23,79.49,0.2
Xylocopa_violacea_45468782_1,85.88,86.18,0.2
Bombus_pratorum_21447212_1,1.52,5.27,0.2
Anthidium_manicatum_15139706_1,63.73,63.32,0.2
Bombus_hypnorum_25075981_2,83.17,84.54,0.2
Osmia_cornuta_27984092_1,87.78,89.2,0.2
Bombus_hypnorum_24610615_1,49.16,47.96,0.2
Osmia_cornuta_21385026_2,63.04,61.87,0.2
Bombus_hortorum_46868324_1,81.92,82.09,0.2
Bombus_hortorum_45249504_2,83.76,83.79,0.2
Bombus_lapidarius_21671909_2,4.55,4.41,0.2
Bombus_sylvarum_61128915_1,78.17,80.32,0.2
Andrena_flavipes_41552632_1,70.05,69.39,0.2
Osmia_bicornis_21771563_1,82.26,82.14,0.2
Halictus_scabiosae_31672518_1,85.86,85.84,0.2
Andrena_cineraria_22820892_1,76.13,80.3,0.2
Sphecodes_albilabris_65351521_1,85.34,87.72,0.2
Bombus_lapidarius_25615028_3,25.12,24.72,0.2
Halictus_scabiosae_25164647_1,72.07,71.38,0.2
Bombus_pratorum_21050548_1,91.48,92.68,0.2
Anthidium_manicatum_6982928_1,75.67,75.5,0.2
Andrena_haemorrhoa_5525722_1,76.16,75.89,0.2
Bombus_terrestris_78063362_3,85.67,90.82,0.2
Bombus_hypnorum_13258468_8,59.34,58.8,0.2
Bombus_sylvarum_79899505_2,81.38,82.44,0.2
Andrena_fulva_25496035_1,73.94,73.07,0.2
